,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Population per EC vote,Average weight,State count,States in group
176,Border,2000,37.0,6905305,7250570.0,6.55,35.25,186630.0,1.05,5,"DE,KY,MD,MO,WV"
177,Confederate,2000,147.0,29425051,28836550.0,27.92,150.19,200170.0,0.98,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
178,Postbellum,2000,77.0,12059399,15074249.0,11.44,61.55,156616.0,1.25,15,"AK,AZ,CO,HI,ID,MT,NE,NV,NM,ND,OK,SD,UT,WA,WY"
179,Union,2000,277.0,57015345,54164578.0,54.09,291.01,205832.0,0.95,20,"CA,CT,DC,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
180,Border,2004,37.0,8045001,8447251.0,6.58,35.39,217432.0,1.05,5,"DE,KY,MD,MO,WV"
181,Confederate,2004,153.0,35110518,34759413.0,28.71,154.46,229481.0,0.99,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
182,Postbellum,2004,80.0,14492657,18115821.0,11.85,63.76,181158.0,1.25,15,"AK,AZ,CO,HI,ID,MT,NE,NV,NM,ND,OK,SD,UT,WA,WY"
183,Union,2004,268.0,64646670,60767870.0,52.86,284.39,241219.0,0.94,20,"CA,CT,DC,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
184,Border,2008,37.0,8509284,9019841.0,6.48,34.86,229981.0,1.06,5,"DE,KY,MD,MO,WV"
185,Confederate,2008,153.0,39384854,37415611.0,29.99,161.36,257417.0,0.95,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
186,Postbellum,2008,80.0,15624576,19530720.0,11.9,64.01,195307.0,1.25,15,"AK,AZ,CO,HI,ID,MT,NE,NV,NM,ND,OK,SD,UT,WA,WY"
187,Union,2008,268.0,67795106,65083302.0,51.63,277.76,252967.0,0.96,20,"CA,CT,DC,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
188,Border,2012,36.0,8346221,8596608.0,6.47,34.79,231839.0,1.03,5,"DE,KY,MD,MO,WV"
189,Confederate,2012,160.0,39574091,38386868.0,30.66,164.94,247338.0,0.97,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
190,Postbellum,2012,84.0,15746672,20155740.0,12.2,65.63,187460.0,1.28,15,"AK,AZ,CO,HI,ID,MT,NE,NV,NM,ND,OK,SD,UT,WA,WY"
191,Union,2012,258.0,65418422,62147501.0,50.68,272.65,253560.0,0.95,20,"CA,CT,DC,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
192,Border,2016,36.0,8672437,9106059.0,6.35,34.14,240901.0,1.05,5,"DE,KY,MD,MO,WV"
193,Confederate,2016,160.0,42333642,40640296.0,30.98,166.65,264585.0,0.96,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
194,Postbellum,2016,84.0,16928033,21329322.0,12.39,66.64,201524.0,1.26,15,"AK,AZ,CO,HI,ID,MT,NE,NV,NM,ND,OK,SD,UT,WA,WY"
195,Union,2016,258.0,68735125,65298369.0,50.29,270.58,266415.0,0.95,20,"CA,CT,DC,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
196,Border,2020,36.0,9498837,10638697.0,6.0,32.27,263857.0,1.12,5,"DE,KY,MD,MO,WV"
197,Confederate,2020,160.0,49937043,46940820.0,31.53,169.63,312107.0,0.94,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
198,Postbellum,2020,81.0,20533399,23818743.0,12.96,69.75,253499.0,1.16,15,"AK,AZ,CO,HI,ID,MT,NE,NV,NM,ND,OK,SD,UT,WA,WY"
199,Union,2020,256.0,78412259,75275769.0,49.51,266.36,306298.0,0.96,20,"CA,CT,DC,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
