,Abbrev,State,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Pop vote per EC vote,Vote weight,Party
1369,OH,Ohio,Union,1960,25.0,4161859,3204631.0,6.05,32.47,166474.0,0.77,Republican
1370,OK,Oklahoma,Postbellum,1960,8.0,903150,1029591.0,1.31,7.05,112894.0,1.14,Republican
1371,OR,Oregon,Union,1960,6.0,776421,768657.0,1.13,6.06,129404.0,0.99,Republican
1372,PA,Pennsylvania,Union,1960,32.0,5006541,4105364.0,7.27,39.06,156454.0,0.82,Democrat
1373,RI,Rhode Island,Union,1960,4.0,405535,510974.0,0.59,3.16,101384.0,1.26,Democrat
1374,SC,South Carolina,Confederate,1960,8.0,386688,1024723.0,0.56,3.02,48336.0,2.65,Democrat
1375,SD,South Dakota,Postbellum,1960,4.0,306487,511833.0,0.45,2.39,76622.0,1.67,Republican
1376,TN,Tennessee,Confederate,1960,11.0,1051792,1409401.0,1.53,8.21,95617.0,1.34,Republican
1377,TX,Texas,Confederate,1960,24.0,2311084,3073742.0,3.36,18.03,96295.0,1.33,Democrat
1378,UT,Utah,Postbellum,1960,4.0,374709,513351.0,0.54,2.92,93677.0,1.37,Republican
1379,VT,Vermont,Union,1960,3.0,167324,384845.0,0.24,1.31,55775.0,2.3,Republican
1380,VA,Virginia,Confederate,1960,12.0,771449,1535184.0,1.12,6.02,64287.0,1.99,Republican
1381,WA,Washington,Postbellum,1960,9.0,1241572,1154662.0,1.8,9.69,137952.0,0.93,Republican
1382,WV,West Virginia,Border,1960,8.0,837781,1022093.0,1.22,6.54,104723.0,1.22,Democrat
1383,WI,Wisconsin,Union,1960,12.0,1729082,1538883.0,2.51,13.49,144090.0,0.89,Republican
1384,WY,Wyoming,Postbellum,1960,3.0,140782,384335.0,0.2,1.1,46927.0,2.73,Republican
1385,AL,Alabama,Confederate,1964,10.0,689817,1310652.0,0.98,5.25,68982.0,1.9,Republican
1386,AK,Alaska,Postbellum,1964,3.0,67259,394138.0,0.1,0.51,22420.0,5.86,Democrat
1387,AZ,Arizona,Postbellum,1964,5.0,480770,658655.0,0.68,3.66,96154.0,1.37,Republican
1388,AR,Arkansas,Confederate,1964,6.0,560426,790201.0,0.79,4.27,93404.0,1.41,Democrat
1389,CA,California,Union,1964,40.0,7057586,5222614.0,9.99,53.75,176440.0,0.74,Democrat
1390,CO,Colorado,Postbellum,1964,6.0,776986,784756.0,1.1,5.92,129498.0,1.01,Democrat
1391,CT,Connecticut,Union,1964,8.0,1218578,1047977.0,1.73,9.28,152322.0,0.86,Democrat
1392,DE,Delaware,Border,1964,3.0,201320,394587.0,0.28,1.53,67107.0,1.96,Democrat
1393,DC,District of Columbia,Union,1964,3.0,198597,393222.0,0.28,1.51,66199.0,1.98,Democrat
1394,FL,Florida,Confederate,1964,14.0,1854481,1835936.0,2.63,14.12,132463.0,0.99,Democrat
1395,GA,Georgia,Confederate,1964,12.0,1139336,1572284.0,1.61,8.68,94945.0,1.38,Republican
1396,HI,Hawaii,Postbellum,1964,4.0,207271,524396.0,0.29,1.58,51818.0,2.53,Democrat
1397,ID,Idaho,Postbellum,1964,4.0,292477,526459.0,0.41,2.23,73119.0,1.8,Democrat
1398,IL,Illinois,Union,1964,26.0,4702841,3433074.0,6.66,35.82,180878.0,0.73,Democrat
1399,IN,Indiana,Union,1964,13.0,2091606,1715117.0,2.96,15.93,160893.0,0.82,Democrat
1400,IA,Iowa,Union,1964,9.0,1184539,1184539.0,1.68,9.02,131615.0,1.0,Democrat
1401,KS,Kansas,Union,1964,7.0,857901,917954.0,1.21,6.53,122557.0,1.07,Democrat
1402,KY,Kentucky,Border,1964,9.0,1046105,1182099.0,1.48,7.97,116234.0,1.13,Democrat
1403,LA,Louisiana,Confederate,1964,10.0,896293,1308588.0,1.27,6.83,89629.0,1.46,Republican
1404,ME,Maine,Union,1964,4.0,380965,525732.0,0.54,2.9,95241.0,1.38,Democrat
1405,MD,Maryland,Border,1964,10.0,1116457,1317419.0,1.58,8.5,111646.0,1.18,Democrat
1406,MA,Massachusetts,Union,1964,14.0,2344798,1828942.0,3.32,17.86,167486.0,0.78,Democrat
1407,MI,Michigan,Union,1964,21.0,3203102,2754668.0,4.53,24.4,152529.0,0.86,Democrat
1408,MN,Minnesota,Union,1964,10.0,1554462,1305748.0,2.2,11.84,155446.0,0.84,Democrat
1409,MS,Mississippi,Confederate,1964,7.0,409146,920578.0,0.58,3.12,58449.0,2.25,Republican
1410,MO,Missouri,Border,1964,12.0,1817879,1581555.0,2.57,13.85,151490.0,0.87,Democrat
1411,MT,Montana,Postbellum,1964,4.0,278628,523821.0,0.39,2.12,69657.0,1.88,Democrat
1412,NE,Nebraska,Postbellum,1964,5.0,584154,654252.0,0.83,4.45,116831.0,1.12,Democrat
1413,NV,Nevada,Postbellum,1964,3.0,135433,394110.0,0.19,1.03,45144.0,2.91,Democrat
1414,NH,New Hampshire,Union,1964,4.0,286094,526413.0,0.41,2.18,71524.0,1.84,Democrat
1415,NJ,New Jersey,Union,1964,17.0,2846770,2220481.0,4.03,21.68,167457.0,0.78,Democrat
1416,NM,New Mexico,Postbellum,1964,4.0,327615,524184.0,0.46,2.5,81904.0,1.6,Democrat
1417,NY,New York,Union,1964,43.0,7166015,5661152.0,10.14,54.58,166652.0,0.79,Democrat
1418,NC,North Carolina,Confederate,1964,13.0,1424983,1709980.0,2.02,10.85,109614.0,1.2,Democrat
1419,ND,North Dakota,Postbellum,1964,4.0,258389,524530.0,0.37,1.97,64597.0,2.03,Democrat
1420,OH,Ohio,Union,1964,26.0,3969196,3413509.0,5.62,30.23,152661.0,0.86,Democrat
1421,OK,Oklahoma,Postbellum,1964,8.0,932499,1053724.0,1.32,7.1,116562.0,1.13,Democrat
1422,OR,Oregon,Union,1964,6.0,786305,786305.0,1.11,5.99,131051.0,1.0,Democrat
1423,PA,Pennsylvania,Union,1964,29.0,4822690,3809925.0,6.83,36.73,166300.0,0.79,Democrat
1424,RI,Rhode Island,Union,1964,4.0,390091,526623.0,0.55,2.97,97523.0,1.35,Democrat
1425,SC,South Carolina,Confederate,1964,8.0,524756,1049512.0,0.74,4.0,65594.0,2.0,Republican
1426,SD,South Dakota,Postbellum,1964,4.0,293118,524681.0,0.41,2.23,73280.0,1.79,Democrat
1427,TN,Tennessee,Confederate,1964,11.0,1143946,1441372.0,1.62,8.71,103995.0,1.26,Democrat
1428,TX,Texas,Confederate,1964,25.0,2626811,3283514.0,3.72,20.01,105072.0,1.25,Democrat
1429,UT,Utah,Postbellum,1964,4.0,400310,524406.0,0.57,3.05,100078.0,1.31,Democrat
1430,VT,Vermont,Union,1964,3.0,163089,394675.0,0.23,1.24,54363.0,2.42,Democrat
1431,VA,Virginia,Confederate,1964,12.0,1042267,1573823.0,1.48,7.94,86856.0,1.51,Democrat
1432,WA,Washington,Postbellum,1964,9.0,1258556,1183043.0,1.78,9.59,139840.0,0.94,Democrat
1433,WV,West Virginia,Border,1964,7.0,792040,918766.0,1.12,6.03,113149.0,1.16,Democrat
1434,WI,Wisconsin,Union,1964,12.0,1691815,1573388.0,2.4,12.89,140985.0,0.93,Democrat
1435,WY,Wyoming,Postbellum,1964,3.0,142716,393896.0,0.2,1.09,47572.0,2.76,Democrat
1436,AL,Alabama,Confederate,1968,10.0,1049917,1364892.0,1.43,7.72,104992.0,1.3,American Independent
1437,AK,Alaska,Postbellum,1968,3.0,83035,408532.0,0.11,0.61,27678.0,4.92,Republican
1438,AZ,Arizona,Postbellum,1968,5.0,486936,681710.0,0.67,3.58,97387.0,1.4,Republican
1439,AR,Arkansas,Confederate,1968,6.0,609590,816851.0,0.83,4.48,101598.0,1.34,American Independent
1440,CA,California,Union,1968,40.0,7251587,5438690.0,9.91,53.3,181290.0,0.75,Republican
1441,CO,Colorado,Postbellum,1968,6.0,811199,819311.0,1.11,5.96,135200.0,1.01,Republican
1442,CT,Connecticut,Union,1968,8.0,1256232,1092922.0,1.72,9.23,157029.0,0.87,Democrat
1443,DE,Delaware,Border,1968,3.0,214367,407297.0,0.29,1.58,71456.0,1.9,Republican
1444,DC,District of Columbia,Union,1968,3.0,170578,407681.0,0.23,1.25,56859.0,2.39,Democrat
1445,FL,Florida,Confederate,1968,14.0,2187805,1903390.0,2.99,16.08,156272.0,0.87,Republican
1446,GA,Georgia,Confederate,1968,12.0,1250266,1637848.0,1.71,9.19,104189.0,1.31,American Independent
1447,HI,Hawaii,Postbellum,1968,4.0,236218,543301.0,0.32,1.74,59054.0,2.3,Democrat
1448,ID,Idaho,Postbellum,1968,4.0,291183,544512.0,0.4,2.14,72796.0,1.87,Republican
1449,IL,Illinois,Union,1968,26.0,4619749,3557207.0,6.31,33.95,177683.0,0.77,Republican
1450,IN,Indiana,Union,1968,13.0,2123597,1762586.0,2.9,15.61,163354.0,0.83,Republican
1451,IA,Iowa,Union,1968,9.0,1167931,1226328.0,1.6,8.58,129770.0,1.05,Republican
1452,KS,Kansas,Union,1968,7.0,872783,951333.0,1.19,6.41,124683.0,1.09,Republican
1453,KY,Kentucky,Border,1968,9.0,1055893,1224836.0,1.44,7.76,117321.0,1.16,Republican
1454,LA,Louisiana,Confederate,1968,10.0,1097450,1360838.0,1.5,8.07,109745.0,1.24,American Independent
1455,ME,Maine,Union,1968,4.0,392936,546181.0,0.54,2.89,98234.0,1.39,Democrat
1456,MD,Maryland,Border,1968,10.0,1235039,1358543.0,1.69,9.08,123504.0,1.1,Democrat
1457,MA,Massachusetts,Union,1968,14.0,2331752,1912037.0,3.19,17.14,166554.0,0.82,Democrat
1458,MI,Michigan,Union,1968,21.0,3306250,2843375.0,4.52,24.3,157440.0,0.86,Democrat
1459,MN,Minnesota,Union,1968,10.0,1588510,1366119.0,2.17,11.68,158851.0,0.86,Democrat
1460,MS,Mississippi,Confederate,1968,7.0,654509,955583.0,0.89,4.81,93501.0,1.46,American Independent
1461,MO,Missouri,Border,1968,12.0,1809502,1628552.0,2.47,13.3,150792.0,0.9,Republican
1462,MT,Montana,Postbellum,1968,4.0,274404,543320.0,0.37,2.02,68601.0,1.98,Republican
1463,NE,Nebraska,Postbellum,1968,5.0,536851,681801.0,0.73,3.95,107370.0,1.27,Republican
1464,NV,Nevada,Postbellum,1968,3.0,154218,408678.0,0.21,1.13,51406.0,2.65,Republican
1465,NH,New Hampshire,Union,1968,4.0,297298,544055.0,0.41,2.19,74324.0,1.83,Republican
1466,NJ,New Jersey,Union,1968,17.0,2875395,2300316.0,3.93,21.13,169141.0,0.8,Republican
1467,NM,New Mexico,Postbellum,1968,4.0,327281,543286.0,0.45,2.41,81820.0,1.66,Republican
1468,NY,New York,Union,1968,43.0,6790066,5839457.0,9.28,49.91,157909.0,0.86,Democrat
1469,NC,North Carolina,Confederate,1968,13.0,1587493,1762117.0,2.17,11.67,122115.0,1.11,Republican
1470,ND,North Dakota,Postbellum,1968,4.0,247882,545340.0,0.34,1.82,61970.0,2.2,Republican
1471,OH,Ohio,Union,1968,26.0,3959698,3524131.0,5.41,29.1,152296.0,0.89,Republican
1472,OK,Oklahoma,Postbellum,1968,8.0,943086,1084549.0,1.29,6.93,117886.0,1.15,Republican
1473,OR,Oregon,Union,1968,6.0,819622,819622.0,1.12,6.02,136604.0,1.0,Republican
1474,PA,Pennsylvania,Union,1968,29.0,4747928,3940780.0,6.49,34.9,163722.0,0.83,Democrat
1475,RI,Rhode Island,Union,1968,4.0,385000,542850.0,0.53,2.83,96250.0,1.41,Democrat
1476,SC,South Carolina,Confederate,1968,8.0,666982,1087181.0,0.91,4.9,83373.0,1.63,Republican
1477,SD,South Dakota,Postbellum,1968,4.0,281264,542840.0,0.38,2.07,70316.0,1.93,Republican
1478,TN,Tennessee,Confederate,1968,11.0,1248617,1498340.0,1.71,9.18,113511.0,1.2,Republican
1479,TX,Texas,Confederate,1968,25.0,3079406,3387347.0,4.21,22.63,123176.0,1.1,Democrat
1480,UT,Utah,Postbellum,1968,4.0,422568,545113.0,0.58,3.11,105642.0,1.29,Republican
1481,VT,Vermont,Union,1968,3.0,161404,408352.0,0.22,1.19,53801.0,2.53,Republican
1482,VA,Virginia,Confederate,1968,12.0,1361491,1633789.0,1.86,10.01,113458.0,1.2,Republican
1483,WA,Washington,Postbellum,1968,9.0,1304281,1226024.0,1.78,9.59,144920.0,0.94,Democrat
1484,WV,West Virginia,Border,1968,7.0,754206,950300.0,1.03,5.54,107744.0,1.26,Democrat
1485,WI,Wisconsin,Union,1968,12.0,1691538,1640792.0,2.31,12.43,140962.0,0.97,Republican
1486,WY,Wyoming,Postbellum,1968,3.0,127205,408328.0,0.17,0.93,42402.0,3.21,Republican
1487,AL,Alabama,Confederate,1972,9.0,1006093,1297860.0,1.29,6.96,111788.0,1.29,Republican
1488,AK,Alaska,Postbellum,1972,3.0,95219,433246.0,0.12,0.66,31740.0,4.55,Republican
1489,AZ,Arizona,Postbellum,1972,6.0,653505,869162.0,0.84,4.52,108918.0,1.33,Republican
1490,AR,Arkansas,Confederate,1972,6.0,647666,867872.0,0.83,4.48,107944.0,1.34,Republican
1491,CA,California,Union,1972,45.0,8367862,6526932.0,10.76,57.91,185952.0,0.78,Republican
1492,CO,Colorado,Postbellum,1972,7.0,953884,1011117.0,1.23,6.6,136269.0,1.06,Republican
1493,CT,Connecticut,Union,1972,8.0,1384277,1162793.0,1.78,9.58,173035.0,0.84,Republican
1494,DE,Delaware,Border,1972,3.0,235516,433349.0,0.3,1.63,78505.0,1.84,Republican
1495,DC,District of Columbia,Union,1972,3.0,163421,433066.0,0.21,1.13,54474.0,2.65,Democrat
1496,FL,Florida,Confederate,1972,17.0,2583283,2454119.0,3.32,17.88,151958.0,0.95,Republican
1497,GA,Georgia,Confederate,1972,12.0,1174772,1738663.0,1.51,8.13,97898.0,1.48,Republican
1498,HI,Hawaii,Postbellum,1972,4.0,270274,578386.0,0.35,1.87,67568.0,2.14,Republican
1499,ID,Idaho,Postbellum,1972,4.0,310379,577305.0,0.4,2.15,77595.0,1.86,Republican
1500,IL,Illinois,Union,1972,26.0,4723236,3778589.0,6.08,32.69,181663.0,0.8,Republican
1501,IN,Indiana,Union,1972,13.0,2125529,1870466.0,2.73,14.71,163502.0,0.88,Republican
1502,IA,Iowa,Union,1972,8.0,1225944,1152387.0,1.58,8.48,153243.0,0.94,Republican
1503,KS,Kansas,Union,1972,7.0,916095,1007705.0,1.18,6.34,130871.0,1.1,Republican
1504,KY,Kentucky,Border,1972,9.0,1067499,1302349.0,1.37,7.39,118611.0,1.22,Republican
1505,LA,Louisiana,Confederate,1972,10.0,1051491,1440543.0,1.35,7.28,105149.0,1.37,Republican
1506,ME,Maine,Union,1972,4.0,417271,580007.0,0.54,2.89,104318.0,1.39,Republican
1507,MD,Maryland,Border,1972,10.0,1353812,1448579.0,1.74,9.37,135381.0,1.07,Republican
1508,MA,Massachusetts,Union,1972,14.0,2458756,2016180.0,3.16,17.01,175625.0,0.82,Democrat
1509,MI,Michigan,Union,1972,21.0,3490325,3036583.0,4.49,24.15,166206.0,0.87,Republican
1510,MN,Minnesota,Union,1972,10.0,1741652,1445571.0,2.24,12.05,174165.0,0.83,Republican
1511,MS,Mississippi,Confederate,1972,7.0,645963,1014162.0,0.83,4.47,92280.0,1.57,Republican
1512,MO,Missouri,Border,1972,12.0,1852589,1741434.0,2.38,12.82,154382.0,0.94,Republican
1513,MT,Montana,Postbellum,1972,4.0,317603,578037.0,0.41,2.2,79401.0,1.82,Republican
1514,NE,Nebraska,Postbellum,1972,5.0,576289,720361.0,0.74,3.99,115258.0,1.25,Republican
1515,NV,Nevada,Postbellum,1972,3.0,181766,434421.0,0.23,1.26,60589.0,2.39,Republican
1516,NH,New Hampshire,Union,1972,4.0,334055,577915.0,0.43,2.31,83514.0,1.73,Republican
1517,NJ,New Jersey,Union,1972,17.0,2997229,2457728.0,3.86,20.74,176308.0,0.82,Republican
1518,NM,New Mexico,Postbellum,1972,4.0,385931,578896.0,0.5,2.67,96483.0,1.5,Republican
1519,NY,New York,Union,1972,41.0,7161830,5944319.0,9.21,49.56,174679.0,0.83,Republican
1520,NC,North Carolina,Confederate,1972,13.0,1518612,1883079.0,1.95,10.51,116816.0,1.24,Republican
1521,ND,North Dakota,Postbellum,1972,3.0,280514,434797.0,0.36,1.94,93505.0,1.55,Republican
1522,OH,Ohio,Union,1972,25.0,4094787,3603413.0,5.27,28.34,163791.0,0.88,Republican
1523,OK,Oklahoma,Postbellum,1972,8.0,1029900,1153488.0,1.32,7.13,128738.0,1.12,Republican
1524,OR,Oregon,Union,1972,6.0,927946,862990.0,1.19,6.42,154658.0,0.93,Republican
1525,PA,Pennsylvania,Union,1972,27.0,4592105,3903289.0,5.91,31.78,170078.0,0.85,Republican
1526,RI,Rhode Island,Union,1972,4.0,415808,577973.0,0.53,2.88,103952.0,1.39,Republican
1527,SC,South Carolina,Confederate,1972,8.0,677880,1159175.0,0.87,4.69,84735.0,1.71,Republican
1528,SD,South Dakota,Postbellum,1972,4.0,307415,577940.0,0.4,2.13,76854.0,1.88,Republican
1529,TN,Tennessee,Confederate,1972,10.0,1201182,1441418.0,1.55,8.31,120118.0,1.2,Republican
1530,TX,Texas,Confederate,1972,26.0,3472714,3750531.0,4.47,24.03,133566.0,1.08,Republican
1531,UT,Utah,Postbellum,1972,4.0,478476,578956.0,0.62,3.31,119619.0,1.21,Republican
1532,VT,Vermont,Union,1972,3.0,186947,433717.0,0.24,1.29,62316.0,2.32,Republican
1533,VA,Virginia,Confederate,1972,12.0,1457019,1733853.0,1.87,10.08,121418.0,1.19,Republican
1534,WA,Washington,Postbellum,1972,9.0,1470847,1294345.0,1.89,10.18,163427.0,0.88,Republican
1535,WV,West Virginia,Border,1972,6.0,762399,869135.0,0.98,5.28,127066.0,1.14,Republican
1536,WI,Wisconsin,Union,1972,11.0,1852890,1593485.0,2.38,12.82,168445.0,0.86,Republican
1537,WY,Wyoming,Postbellum,1972,3.0,145570,433799.0,0.19,1.01,48523.0,2.98,Republican
1538,AL,Alabama,Confederate,1976,9.0,1182850,1360278.0,1.45,7.81,131428.0,1.15,Democrat
1539,AK,Alaska,Postbellum,1976,3.0,123574,454752.0,0.15,0.82,41191.0,3.68,Republican
1540,AZ,Arizona,Postbellum,1976,6.0,742719,906117.0,0.91,4.9,123786.0,1.22,Republican
1541,AR,Arkansas,Confederate,1976,6.0,769396,907887.0,0.94,5.08,128233.0,1.18,Democrat
1542,CA,California,Union,1976,45.0,7867117,6844392.0,9.65,51.91,174825.0,0.87,Republican
1543,CO,Colorado,Postbellum,1976,7.0,1081135,1059512.0,1.33,7.13,154448.0,0.98,Republican
1544,CT,Connecticut,Union,1976,8.0,1381526,1215743.0,1.69,9.12,172691.0,0.88,Republican
1545,DE,Delaware,Border,1976,3.0,235834,455160.0,0.29,1.56,78611.0,1.93,Democrat
1546,DC,District of Columbia,Union,1976,3.0,168830,454153.0,0.21,1.11,56277.0,2.69,Democrat
1547,FL,Florida,Confederate,1976,17.0,3150631,2583517.0,3.86,20.79,185331.0,0.82,Democrat
1548,GA,Georgia,Confederate,1976,12.0,1467458,1819648.0,1.8,9.68,122288.0,1.24,Democrat
1549,HI,Hawaii,Postbellum,1976,4.0,291301,605906.0,0.36,1.92,72825.0,2.08,Democrat
1550,ID,Idaho,Postbellum,1976,4.0,340932,606859.0,0.42,2.25,85233.0,1.78,Republican
1551,IL,Illinois,Union,1976,26.0,4718833,3916631.0,5.79,31.14,181494.0,0.83,Republican
1552,IN,Indiana,Union,1976,13.0,2220362,1976122.0,2.72,14.65,170797.0,0.89,Republican
1553,IA,Iowa,Union,1976,8.0,1279306,1215341.0,1.57,8.44,159913.0,0.95,Republican
1554,KS,Kansas,Union,1976,7.0,957845,1063208.0,1.17,6.32,136835.0,1.11,Republican
1555,KY,Kentucky,Border,1976,9.0,1167142,1365556.0,1.43,7.7,129682.0,1.17,Democrat
1556,LA,Louisiana,Confederate,1976,10.0,1278439,1521342.0,1.57,8.44,127844.0,1.19,Democrat
1557,ME,Maine,Union,1976,4.0,483208,604010.0,0.59,3.19,120802.0,1.25,Republican
1558,MD,Maryland,Border,1976,10.0,1432273,1518209.0,1.76,9.45,143227.0,1.06,Democrat
1559,MA,Massachusetts,Union,1976,14.0,2547557,2114472.0,3.12,16.81,181968.0,0.83,Democrat
1560,MI,Michigan,Union,1976,21.0,3653749,3178762.0,4.48,24.11,173988.0,0.87,Republican
1561,MN,Minnesota,Union,1976,10.0,1949931,1520946.0,2.39,12.87,194993.0,0.78,Democrat
1562,MS,Mississippi,Confederate,1976,7.0,769360,1061717.0,0.94,5.08,109909.0,1.38,Democrat
1563,MO,Missouri,Border,1976,12.0,1953600,1816848.0,2.4,12.89,162800.0,0.93,Democrat
1564,MT,Montana,Postbellum,1976,4.0,328734,604871.0,0.4,2.17,82184.0,1.84,Republican
1565,NE,Nebraska,Postbellum,1976,5.0,607668,759585.0,0.75,4.01,121534.0,1.25,Republican
1566,NV,Nevada,Postbellum,1976,3.0,201876,454221.0,0.25,1.33,67292.0,2.25,Republican
1567,NH,New Hampshire,Union,1976,4.0,339618,604520.0,0.42,2.24,84904.0,1.78,Republican
1568,NJ,New Jersey,Union,1976,17.0,3014472,2562301.0,3.7,19.89,177322.0,0.85,Republican
1569,NM,New Mexico,Postbellum,1976,4.0,416590,608221.0,0.51,2.75,104148.0,1.46,Republican
1570,NY,New York,Union,1976,41.0,6525225,6198964.0,8.0,43.06,159152.0,0.95,Democrat
1571,NC,North Carolina,Confederate,1976,13.0,1677906,1963150.0,2.06,11.07,129070.0,1.17,Democrat
1572,ND,North Dakota,Postbellum,1976,3.0,297094,454554.0,0.36,1.96,99031.0,1.53,Republican
1573,OH,Ohio,Union,1976,25.0,4111873,3782923.0,5.04,27.13,164475.0,0.92,Democrat
1574,OK,Oklahoma,Postbellum,1976,8.0,1092251,1212399.0,1.34,7.21,136531.0,1.11,Republican
1575,OR,Oregon,Union,1976,6.0,1029876,906291.0,1.26,6.8,171646.0,0.88,Republican
1576,PA,Pennsylvania,Union,1976,27.0,4620787,4112500.0,5.67,30.49,171140.0,0.89,Democrat
1577,RI,Rhode Island,Union,1976,4.0,411170,604420.0,0.5,2.71,102792.0,1.47,Democrat
1578,SC,South Carolina,Confederate,1976,8.0,802594,1211917.0,0.98,5.3,100324.0,1.51,Democrat
1579,SD,South Dakota,Postbellum,1976,4.0,300678,607370.0,0.37,1.98,75170.0,2.02,Republican
1580,TN,Tennessee,Confederate,1976,10.0,1476346,1520636.0,1.81,9.74,147635.0,1.03,Democrat
1581,TX,Texas,Confederate,1976,26.0,4071884,3949727.0,4.99,26.87,156611.0,0.97,Democrat
1582,UT,Utah,Postbellum,1976,4.0,541198,606142.0,0.66,3.57,135300.0,1.12,Republican
1583,VT,Vermont,Union,1976,3.0,187855,454609.0,0.23,1.24,62618.0,2.42,Republican
1584,VA,Virginia,Confederate,1976,12.0,1697094,1815891.0,2.08,11.2,141424.0,1.07,Republican
1585,WA,Washington,Postbellum,1976,9.0,1555534,1368870.0,1.91,10.26,172837.0,0.88,Republican
1586,WV,West Virginia,Border,1976,6.0,750674,908316.0,0.92,4.95,125112.0,1.21,Democrat
1587,WI,Wisconsin,Union,1976,11.0,2101336,1660055.0,2.58,13.87,191031.0,0.79,Democrat
1588,WY,Wyoming,Postbellum,1976,3.0,156343,454958.0,0.19,1.03,52114.0,2.91,Republican
1589,AL,Alabama,Confederate,1980,9.0,1341929,1449283.0,1.55,8.35,149103.0,1.08,Republican
1590,AK,Alaska,Postbellum,1980,3.0,158445,481673.0,0.18,0.99,52815.0,3.04,Republican
1591,AZ,Arizona,Postbellum,1980,6.0,873945,961340.0,1.01,5.44,145658.0,1.1,Republican
1592,AR,Arkansas,Confederate,1980,6.0,837582,963219.0,0.97,5.21,139597.0,1.15,Republican
1593,CA,California,Union,1980,45.0,8587063,7213133.0,9.93,53.4,190824.0,0.84,Republican
1594,CO,Colorado,Postbellum,1980,7.0,1184415,1125194.0,1.37,7.37,169202.0,0.95,Republican
1595,CT,Connecticut,Union,1980,8.0,1406285,1279719.0,1.63,8.75,175786.0,0.91,Republican
1596,DE,Delaware,Border,1980,3.0,235668,483119.0,0.27,1.47,78556.0,2.05,Republican
1597,DC,District of Columbia,Union,1980,3.0,173889,481673.0,0.2,1.08,57963.0,2.77,Democrat
1598,FL,Florida,Confederate,1980,17.0,3687026,2728399.0,4.26,22.93,216884.0,0.74,Republican
1599,GA,Georgia,Confederate,1980,12.0,1597467,1932935.0,1.85,9.93,133122.0,1.21,Democrat
1600,HI,Hawaii,Postbellum,1980,4.0,303287,642968.0,0.35,1.89,75822.0,2.12,Democrat
1601,ID,Idaho,Postbellum,1980,4.0,437431,643024.0,0.51,2.72,109358.0,1.47,Republican
1602,IL,Illinois,Union,1980,26.0,4749721,4179754.0,5.49,29.54,182682.0,0.88,Republican
1603,IN,Indiana,Union,1980,13.0,2242033,2085091.0,2.59,13.94,172464.0,0.93,Republican
1604,IA,Iowa,Union,1980,8.0,1317661,1291308.0,1.52,8.19,164708.0,0.98,Republican
1605,KS,Kansas,Union,1980,7.0,979795,1126764.0,1.13,6.09,139971.0,1.15,Republican
1606,KY,Kentucky,Border,1980,9.0,1294627,1449982.0,1.5,8.05,143847.0,1.12,Republican
1607,LA,Louisiana,Confederate,1980,10.0,1548591,1610535.0,1.79,9.63,154859.0,1.04,Republican
1608,ME,Maine,Union,1980,4.0,523011,643304.0,0.6,3.25,130753.0,1.23,Republican
1609,MD,Maryland,Border,1980,10.0,1540496,1602116.0,1.78,9.58,154050.0,1.04,Democrat
1610,MA,Massachusetts,Union,1980,14.0,2524298,2246625.0,2.92,15.7,180307.0,0.89,Republican
1611,MI,Michigan,Union,1980,21.0,3909725,3362364.0,4.52,24.31,186177.0,0.86,Republican
1612,MN,Minnesota,Union,1980,10.0,2051953,1600523.0,2.37,12.76,205195.0,0.78,Democrat
1613,MS,Mississippi,Confederate,1980,7.0,892620,1124701.0,1.03,5.55,127517.0,1.26,Republican
1614,MO,Missouri,Border,1980,12.0,2099824,1931838.0,2.43,13.06,174985.0,0.92,Republican
1615,MT,Montana,Postbellum,1980,4.0,363952,644195.0,0.42,2.26,90988.0,1.77,Republican
1616,NE,Nebraska,Postbellum,1980,5.0,640854,801068.0,0.74,3.99,128171.0,1.25,Republican
1617,NV,Nevada,Postbellum,1980,3.0,247885,483376.0,0.29,1.54,82628.0,1.95,Republican
1618,NH,New Hampshire,Union,1980,4.0,383999,641278.0,0.44,2.39,96000.0,1.67,Republican
1619,NJ,New Jersey,Union,1980,17.0,2975684,2737629.0,3.44,18.51,175040.0,0.92,Republican
1620,NM,New Mexico,Postbellum,1980,4.0,456237,643294.0,0.53,2.84,114059.0,1.41,Republican
1621,NY,New York,Union,1980,41.0,6201959,6574077.0,7.17,38.57,151267.0,1.06,Republican
1622,NC,North Carolina,Confederate,1980,13.0,1855833,2097091.0,2.15,11.54,142756.0,1.13,Republican
1623,ND,North Dakota,Postbellum,1980,3.0,301545,482472.0,0.35,1.88,100515.0,1.6,Republican
1624,OH,Ohio,Union,1980,25.0,4283603,4026587.0,4.95,26.64,171344.0,0.94,Republican
1625,OK,Oklahoma,Postbellum,1980,8.0,1149708,1287673.0,1.33,7.15,143714.0,1.12,Republican
1626,OR,Oregon,Union,1980,6.0,1181516,968843.0,1.37,7.35,196919.0,0.82,Republican
