,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Population per EC vote,Average weight,State count,States in group
203,South,1984,171.0,28367129,29501814.0,30.62,164.72,165890.0,1.04,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
204,West,1984,79.0,14937138,13592796.0,16.12,86.73,189078.0,0.91,5,"AZ,CA,CO,OR,WA"
205,Midwest,1988,126.0,23390887,21519616.0,25.54,137.39,185642.0,0.92,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
206,Northeast,1988,98.0,18197686,16741871.0,19.87,106.89,185691.0,0.92,5,"CT,MA,NJ,NY,PA"
207,Small,1988,64.0,6393037,10868163.0,6.98,37.55,99891.0,1.7,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
208,South,1988,171.0,28114798,29239390.0,30.69,165.14,164414.0,1.04,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
209,West,1988,79.0,15498278,13483502.0,16.92,91.03,196181.0,0.87,5,"AZ,CA,CO,OR,WA"
210,Midwest,1992,118.0,26352860,22926988.0,25.24,135.77,223329.0,0.87,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
211,Northeast,1992,91.0,19620235,17658212.0,18.79,101.08,215607.0,0.9,5,"CT,MA,NJ,NY,PA"
212,Small,1992,68.0,8088662,13184519.0,7.75,41.67,118951.0,1.63,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
213,South,1992,173.0,32424051,33721013.0,31.05,167.05,187422.0,1.04,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
214,West,1992,88.0,17938115,17041209.0,17.18,92.42,203842.0,0.95,5,"AZ,CA,CO,OR,WA"
215,Midwest,1996,118.0,23685760,21080326.0,24.6,132.36,200727.0,0.89,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
216,Northeast,1996,91.0,17847453,16241182.0,18.54,99.73,196126.0,0.91,5,"CT,MA,NJ,NY,PA"
217,Small,1996,68.0,7512760,12170671.0,7.8,41.98,110482.0,1.62,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
218,South,1996,173.0,30663238,30969870.0,31.85,171.35,177244.0,1.01,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
219,West,1996,88.0,16566190,15737880.0,17.21,92.57,188252.0,0.95,5,"AZ,CA,CO,OR,WA"
220,Midwest,2000,118.0,25664348,23097913.0,24.35,130.99,217494.0,0.9,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
221,Northeast,2000,91.0,19084853,17748913.0,18.11,97.41,209724.0,0.93,5,"CT,MA,NJ,NY,PA"
222,Small,2000,68.0,8166311,13311087.0,7.75,41.68,120093.0,1.63,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
223,South,2000,173.0,34228947,33886658.0,32.47,174.71,197855.0,0.99,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
224,West,2000,88.0,18260641,17165003.0,17.32,93.2,207507.0,0.94,5,"AZ,CA,CO,OR,WA"
225,Midwest,2004,113.0,29460906,25630988.0,24.09,129.6,260716.0,0.87,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
226,Northeast,2004,86.0,21263474,19562396.0,17.39,93.54,247250.0,0.92,5,"CT,MA,NJ,NY,PA"
227,Small,2004,69.0,9553496,15667733.0,7.81,42.03,138456.0,1.64,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
228,South,2004,178.0,40756836,40349268.0,33.33,179.3,228971.0,0.99,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
229,West,2004,92.0,21260134,20834931.0,17.38,93.53,231088.0,0.98,5,"AZ,CA,CO,OR,WA"
230,Midwest,2008,113.0,30575527,27517974.0,23.28,125.27,270580.0,0.9,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
231,Northeast,2008,86.0,22250222,20915209.0,16.94,91.16,258724.0,0.94,5,"CT,MA,NJ,NY,PA"
232,Small,2008,69.0,10060761,16801471.0,7.66,41.22,145808.0,1.67,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
233,South,2008,178.0,45305731,43493502.0,34.5,185.62,254527.0,0.96,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
234,West,2008,92.0,23121579,22427932.0,17.61,94.73,251322.0,0.97,5,"AZ,CA,CO,OR,WA"
235,Midwest,2012,107.0,29682825,25527230.0,22.99,123.71,277410.0,0.86,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
236,Northeast,2012,81.0,21201848,19505700.0,16.42,88.36,261751.0,0.92,5,"CT,MA,NJ,NY,PA"
237,Small,2012,59.0,7932768,14120327.0,6.15,33.06,134454.0,1.78,16,"AK,DE,DC,HI,ID,ME,MT,NE,NH,NM,ND,RI,SD,VT,WV,WY"
238,South,2012,185.0,45413502,44505232.0,35.18,189.27,245478.0,0.98,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
239,West,2012,106.0,24854463,25351552.0,19.25,103.59,234476.0,1.02,7,"AZ,CA,CO,NV,OR,UT,WA"
240,Midwest,2016,107.0,30047154,27042439.0,21.99,118.28,280815.0,0.9,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
241,Northeast,2016,81.0,22730943,20685158.0,16.63,89.48,280629.0,0.91,5,"CT,MA,NJ,NY,PA"
242,Small,2016,59.0,8288734,15002609.0,6.06,32.63,140487.0,1.81,16,"AK,DE,DC,HI,ID,ME,MT,NE,NH,NM,ND,RI,SD,VT,WV,WY"
243,South,2016,185.0,48492229,47037462.0,35.48,190.89,262120.0,0.97,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
244,West,2016,106.0,27110177,26839075.0,19.84,106.72,255756.0,0.99,7,"AZ,CA,CO,NV,OR,UT,WA"
245,Midwest,2020,107.0,33192708,31533073.0,20.96,112.75,310212.0,0.95,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
246,Northeast,2020,81.0,25515137,23729077.0,16.11,86.67,315002.0,0.93,5,"CT,MA,NJ,NY,PA"
247,Small,2020,54.0,9501359,15867270.0,6.0,32.27,175951.0,1.67,16,"AK,DE,DC,HI,ID,ME,MT,NE,NH,NM,ND,RI,SD,VT,WV,WY"
248,South,2020,185.0,56671540,54404678.0,35.78,192.51,306333.0,0.96,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA"
249,West,2020,106.0,33500794,31155738.0,21.15,113.8,316045.0,0.93,7,"AZ,CA,CO,NV,OR,UT,WA"
