,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Pop vote per EC vote,Average weight,State count,States in group
217,Confederate,1968,128.0,14793526,17456361.0,20.21,108.73,115574.0,1.18,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
218,Postbellum,1968,33.0,4082353,4490588.0,5.58,30.0,123708.0,1.1,5,"AZ,CO,NE,OK,WA"
219,Small,1968,58.0,4066841,7889672.0,5.56,29.89,70118.0,1.94,16,"AK,DE,DC,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
220,Union,1968,281.0,45402638,38138216.0,62.03,333.7,161575.0,0.84,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
221,Nat'l Average,1968,538.0,73199998,73199998.0,100.0,538.0,136059.0,1.0,51,All 50 + DC
222,Border,1972,37.0,5036299,5338477.0,6.48,34.85,136116.0,1.06,4,"KY,MD,MO,WV"
223,Confederate,1972,130.0,15436675,18832744.0,19.86,106.82,118744.0,1.22,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
224,Postbellum,1972,35.0,4684425,5059179.0,6.03,32.42,133841.0,1.08,5,"AZ,CO,NE,OK,WA"
225,Small,1972,57.0,4526165,8237620.0,5.82,31.32,79406.0,1.82,16,"AK,DE,DC,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
226,Union,1972,279.0,48060463,40370789.0,61.82,332.58,172260.0,0.84,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
227,Nat'l Average,1972,538.0,77744027,77744027.0,100.0,538.0,144506.0,1.0,51,All 50 + DC
228,Border,1976,37.0,5303689,5621910.0,6.51,35.0,143343.0,1.06,4,"KY,MD,MO,WV"
229,Confederate,1976,130.0,18343958,19628035.0,22.5,121.05,141107.0,1.07,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
230,Postbellum,1976,35.0,5079307,5282479.0,6.23,33.52,145123.0,1.04,5,"AZ,CO,NE,OK,WA"
231,Small,1976,57.0,4824835,8636455.0,5.92,31.84,84646.0,1.79,16,"AK,DE,DC,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
232,Union,1976,279.0,47979795,42222220.0,58.85,316.6,171971.0,0.88,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
233,Nat'l Average,1976,538.0,81531584,81531584.0,100.0,538.0,151546.0,1.0,51,All 50 + DC
234,Border,1980,37.0,5672662,5956295.0,6.56,35.28,153315.0,1.05,4,"KY,MD,MO,WV"
235,Confederate,1980,130.0,20676416,20883180.0,23.9,128.59,159049.0,1.01,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
236,Postbellum,1980,35.0,5591316,5647229.0,6.46,34.77,159752.0,1.01,5,"AZ,CO,NE,OK,WA"
237,Small,1980,57.0,5323266,9156018.0,6.15,33.11,93391.0,1.72,16,"AK,DE,DC,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
238,Union,1980,279.0,49246018,44813876.0,56.93,306.26,176509.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
239,Nat'l Average,1980,538.0,86509678,86509678.0,100.0,538.0,160799.0,1.0,51,All 50 + DC
240,Border,1984,36.0,5904847,6200089.0,6.37,34.29,164024.0,1.05,4,"KY,MD,MO,WV"
241,Confederate,1984,138.0,23329377,23795965.0,25.18,135.46,169053.0,1.02,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
242,Postbellum,1984,48.0,7256980,8272957.0,7.83,42.14,151187.0,1.14,7,"AZ,CO,NE,NM,OK,UT,WA"
243,Small,1984,49.0,4494456,8449577.0,4.85,26.1,91724.0,1.88,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
244,Union,1984,267.0,51667573,45984140.0,55.76,300.01,193512.0,0.89,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
245,Nat'l Average,1984,538.0,92653233,92653233.0,100.0,538.0,172218.0,1.0,51,All 50 + DC
246,Border,1988,36.0,5783414,6130419.0,6.31,33.97,160650.0,1.06,4,"KY,MD,MO,WV"
247,Confederate,1988,138.0,23253576,23486112.0,25.39,136.58,168504.0,1.01,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
248,Postbellum,1988,48.0,7411223,8152345.0,8.09,43.53,154400.0,1.1,7,"AZ,CO,NE,NM,OK,UT,WA"
249,Small,1988,49.0,4562370,8349137.0,4.98,26.8,93110.0,1.83,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
250,Union,1988,267.0,50584103,45525693.0,55.23,297.12,189454.0,0.9,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
251,Nat'l Average,1988,538.0,91594686,91594686.0,100.0,538.0,170250.0,1.0,51,All 50 + DC
252,Border,1992,34.0,6552893,6618422.0,6.28,33.76,192732.0,1.01,4,"KY,MD,MO,WV"
253,Confederate,1992,147.0,27555746,28657976.0,26.39,141.97,187454.0,1.04,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
254,Postbellum,1992,50.0,8787377,9666115.0,8.42,45.27,175748.0,1.1,7,"AZ,CO,NE,NM,OK,UT,WA"
255,Small,1992,48.0,5351718,9311989.0,5.12,27.57,111494.0,1.74,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
256,Union,1992,259.0,56176189,49996808.0,53.8,289.42,216896.0,0.89,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
257,Nat'l Average,1992,538.0,104423923,104423923.0,100.0,538.0,194097.0,1.0,51,All 50 + DC
258,Border,1996,34.0,5964102,6083384.0,6.19,33.33,175415.0,1.02,4,"KY,MD,MO,WV"
259,Confederate,1996,147.0,26286947,26286947.0,27.3,146.89,178823.0,1.0,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
260,Postbellum,1996,50.0,8274777,8936759.0,8.59,46.24,165496.0,1.08,7,"AZ,CO,NE,NM,OK,UT,WA"
261,Small,1996,48.0,4977183,8610527.0,5.17,27.81,103691.0,1.73,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
262,Union,1996,259.0,50772392,46202877.0,52.74,283.72,196032.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
263,Nat'l Average,1996,538.0,96275401,96275401.0,100.0,538.0,178951.0,1.0,51,All 50 + DC
264,Border,2000,34.0,6577683,6643460.0,6.24,33.57,193461.0,1.01,4,"KY,MD,MO,WV"
265,Confederate,2000,147.0,29425051,28836550.0,27.92,150.19,200170.0,0.98,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
266,Postbellum,2000,50.0,9061424,9786338.0,8.6,46.25,181228.0,1.08,7,"AZ,CO,NE,NM,OK,UT,WA"
267,Small,2000,48.0,5451809,9377111.0,5.17,27.83,113579.0,1.72,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
268,Union,2000,259.0,54889133,50498002.0,52.07,280.16,211927.0,0.92,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
269,Nat'l Average,2000,538.0,105405100,105405100.0,100.0,538.0,195920.0,1.0,51,All 50 + DC
270,Border,2004,34.0,7669811,7746509.0,6.27,33.74,225583.0,1.01,4,"KY,MD,MO,WV"
271,Confederate,2004,153.0,35110518,34759413.0,28.71,154.46,229481.0,0.99,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
272,Postbellum,2004,57.0,11757678,12933446.0,9.61,51.72,206275.0,1.1,8,"AZ,CO,NE,NV,NM,OK,UT,WA"
273,Small,2004,44.0,5505688,10020352.0,4.5,24.22,125129.0,1.82,13,"AK,DE,DC,HI,ID,ME,MT,NH,ND,RI,SD,VT,WY"
274,Union,2004,250.0,62251151,56648547.0,50.9,273.86,249005.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
275,Nat'l Average,2004,538.0,122294846,122294846.0,100.0,538.0,227314.0,1.0,51,All 50 + DC
276,Border,2008,34.0,8096872,8258809.0,6.17,33.17,238143.0,1.02,4,"KY,MD,MO,WV"
277,Confederate,2008,153.0,39384854,37415611.0,29.99,161.36,257417.0,0.95,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
278,Postbellum,2008,57.0,12746133,13893285.0,9.71,52.22,223616.0,1.09,8,"AZ,CO,NE,NV,NM,OK,UT,WA"
279,Small,2008,44.0,5795653,10721958.0,4.41,23.75,131719.0,1.85,13,"AK,DE,DC,HI,ID,ME,MT,NH,ND,RI,SD,VT,WY"
280,Union,2008,250.0,65290308,60719986.0,49.72,267.5,261161.0,0.93,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
281,Nat'l Average,2008,538.0,131313820,131313820.0,100.0,538.0,244078.0,1.0,51,All 50 + DC
282,Border,2012,33.0,7932300,7932300.0,6.15,33.06,240373.0,1.0,4,"KY,MD,MO,WV"
283,Confederate,2012,160.0,39574091,38386868.0,30.66,164.94,247338.0,0.97,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
284,Postbellum,2012,61.0,12939655,14621810.0,10.02,53.93,212125.0,1.13,8,"AZ,CO,NE,NV,NM,OK,UT,WA"
285,Small,2012,44.0,5684193,10572599.0,4.4,23.69,129186.0,1.86,13,"AK,DE,DC,HI,ID,ME,MT,NH,ND,RI,SD,VT,WY"
286,Union,2012,240.0,62955167,57289202.0,48.77,262.38,262313.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
287,Nat'l Average,2012,538.0,129085410,129085410.0,100.0,538.0,239936.0,1.0,51,All 50 + DC
288,Border,2016,33.0,8228623,8393195.0,6.02,32.39,249352.0,1.02,4,"KY,MD,MO,WV"
289,Confederate,2016,160.0,42333642,40640296.0,30.98,166.65,264585.0,0.96,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
290,Postbellum,2016,61.0,14022784,15565290.0,10.26,55.2,229882.0,1.11,8,"AZ,CO,NE,NV,NM,OK,UT,WA"
291,Small,2016,44.0,5931765,11151718.0,4.34,23.35,134813.0,1.88,13,"AK,DE,DC,HI,ID,ME,MT,NH,ND,RI,SD,VT,WY"
292,Union,2016,240.0,66152423,60860229.0,48.4,260.41,275635.0,0.92,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
293,Nat'l Average,2016,538.0,136669276,136669276.0,100.0,538.0,254032.0,1.0,51,All 50 + DC
294,Border,2020,33.0,8994491,9714050.0,5.68,30.55,272560.0,1.08,4,"KY,MD,MO,WV"
295,Confederate,2020,160.0,49937043,46940820.0,31.53,169.63,312107.0,0.94,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
296,Postbellum,2020,56.0,16110266,16432471.0,10.17,54.72,287683.0,1.02,7,"AZ,CO,NV,NM,OK,UT,WA"
297,Small,2020,44.0,7782663,12919221.0,4.91,26.44,176879.0,1.66,14,"AK,DE,DC,HI,ID,ME,MT,NE,NH,ND,RI,SD,VT,WY"
298,Union,2020,240.0,75557075,71023650.0,47.71,256.66,314821.0,0.94,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
299,Nat'l Average,2020,538.0,158381538,158381538.0,100.0,538.0,294389.0,1.0,51,All 50 + DC
