,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Pop vote per EC vote,Average weight,State count,States in group
30,Border,1844,27.0,258077,273562.0,9.54,25.39,9558.0,1.06,3,"KY,MD,MO"
31,Confederate,1844,72.0,519536,732546.0,19.21,51.11,7216.0,1.41,7,"AL,GA,LA,MS,NC,TN,VA"
32,Small,1844,10.0,39693,101614.0,1.47,3.9,3969.0,2.56,3,"AR,DE,RI"
33,Union,1844,157.0,1890186,1587756.0,69.91,185.95,12039.0,0.84,12,"CT,IL,IN,ME,MA,MI,NH,NJ,NY,OH,PA,VT"
34,Postbellum,1844,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
35,Nat'l Average,1844,275.0,2703864,2703864.0,100.0,275.0,10165.0,1.0,26,All 26
36,Border,1848,27.0,261972,277690.0,9.11,25.59,9703.0,1.06,3,"KY,MD,MO"
37,Confederate,1848,72.0,534587,737730.0,18.58,52.22,7425.0,1.38,7,"AL,GA,LA,MS,NC,TN,VA"
38,Small,1848,25.0,124283,256023.0,4.32,12.14,4971.0,2.06,7,"AR,DE,FL,IA,RI,TX,WI"
39,Union,1848,157.0,1955937,1603868.0,67.99,191.05,12458.0,0.82,12,"CT,IL,IN,ME,MA,MI,NH,NJ,NY,OH,PA,VT"
40,Postbellum,1848,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
41,Nat'l Average,1848,290.0,2876818,2876818.0,100.0,290.0,10238.0,1.0,30,All 30
42,Border,1852,29.0,255564,316899.0,8.09,23.29,8813.0,1.24,3,"KY,MD,MO"
43,Confederate,1852,69.0,514080,755698.0,16.27,46.86,7450.0,1.47,7,"AL,GA,LA,MS,NC,TN,VA"
44,Small,1852,26.0,187169,284497.0,5.92,17.06,7199.0,1.52,7,"AR,CA,DE,FL,IA,RI,TX"
45,Union,1852,164.0,2202347,1805925.0,69.7,200.74,13429.0,0.82,13,"CT,IL,IN,ME,MA,MI,NH,NJ,NY,OH,PA,VT,WI"
46,Postbellum,1852,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
47,Nat'l Average,1852,296.0,3159640,3159640.0,100.0,296.0,10971.0,1.0,31,All 31
48,Border,1856,29.0,335404,409193.0,8.28,23.84,11566.0,1.22,3,"KY,MD,MO"
49,Confederate,1856,69.0,645599,968398.0,15.93,45.89,9357.0,1.5,7,"AL,GA,LA,MS,NC,TN,VA"
50,Small,1856,26.0,327617,366931.0,8.09,23.29,12601.0,1.12,7,"AR,CA,DE,FL,IA,RI,TX"
51,Union,1856,164.0,2742966,2304091.0,67.7,194.98,16725.0,0.84,13,"CT,IL,IN,ME,MA,MI,NH,NJ,NY,OH,PA,VT,WI"
52,Postbellum,1856,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
53,Nat'l Average,1856,296.0,4051605,4051605.0,100.0,296.0,14068.0,1.0,31,All 31
54,Border,1860,29.0,404281,460880.0,8.64,25.48,13941.0,1.14,3,"KY,MD,MO"
55,Confederate,1860,69.0,726153,1096491.0,15.51,45.76,10524.0,1.51,7,"AL,GA,LA,MS,NC,TN,VA"
56,Small,1860,33.0,464637,525040.0,9.93,29.28,14080.0,1.13,9,"AR,CA,DE,FL,IA,MN,OR,RI,TX"
57,Union,1860,164.0,3086260,2592458.0,65.93,194.48,18819.0,0.84,13,"CT,IL,IN,ME,MA,MI,NH,NJ,NY,OH,PA,VT,WI"
58,Postbellum,1860,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
59,Nat'l Average,1860,303.0,4681335,4681335.0,100.0,303.0,15869.0,1.0,33,All 33
60,Border,1864,34.0,304203,587112.0,7.54,17.58,8947.0,1.93,4,"KY,MD,MO,WV"
61,Small,1864,19.0,138741,328816.0,3.44,8.02,7302.0,2.37,6,"DE,KS,MN,NV,OR,RI"
62,Union,1864,180.0,3588916,3122357.0,89.01,207.4,19938.0,0.87,15,"CA,CT,IL,IN,IA,ME,MA,MI,NH,NJ,NY,OH,PA,VT,WI"
63,Confederate,1864,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
64,Postbellum,1864,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
65,Nat'l Average,1864,233.0,4031887,4031887.0,100.0,233.0,17304.0,1.0,25,All 25
66,Border,1868,34.0,450059,670588.0,7.86,22.89,13237.0,1.49,4,"KY,MD,MO,WV"
67,Confederate,1868,54.0,835881,1061569.0,14.61,42.51,15479.0,1.27,7,"AL,AR,GA,LA,NC,SC,TN"
68,Small,1868,23.0,202635,451876.0,3.54,10.3,8810.0,2.23,7,"DE,KS,MN,NE,NV,OR,RI"
69,Union,1868,180.0,4234241,3556762.0,73.99,215.32,23524.0,0.84,15,"CA,CT,IL,IN,IA,ME,MA,MI,NH,NJ,NY,OH,PA,VT,WI"
70,Postbellum,1868,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
71,Nat'l Average,1868,294.0,5722440,5722440.0,100.0,294.0,19665.0,1.0,34,All 34
72,Border,1872,40.0,661108,707386.0,10.21,37.39,16528.0,1.07,4,"KY,MD,MO,WV"
73,Confederate,1872,91.0,1387521,1609524.0,21.44,78.47,15247.0,1.16,10,"AL,AR,GA,LA,MS,NC,SC,TN,TX,VA"
74,Small,1872,20.0,134734,353003.0,2.08,7.62,6737.0,2.62,6,"DE,FL,NE,NV,OR,RI"
75,Union,1872,215.0,4288620,3816872.0,66.26,242.53,19947.0,0.89,17,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,PA,VT,WI"
76,Postbellum,1872,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
77,Nat'l Average,1872,366.0,6471983,6471983.0,100.0,366.0,17683.0,1.0,37,All 37
78,Border,1876,40.0,874642,918374.0,10.39,38.02,21866.0,1.05,4,"KY,MD,MO,WV"
79,Confederate,1876,91.0,1785114,2088583.0,21.2,77.61,19617.0,1.17,10,"AL,AR,GA,LA,MS,NC,SC,TN,TX,VA"
80,Small,1876,20.0,196436,459660.0,2.33,8.54,9822.0,2.34,6,"DE,FL,NE,NV,OR,RI"
81,Union,1876,215.0,5562467,4950596.0,66.07,241.83,25872.0,0.89,17,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,PA,VT,WI"
82,Postbellum,1876,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
83,Nat'l Average,1876,369.0,8418659,8418659.0,100.0,369.0,23002.0,1.0,38,All 38
84,Border,1880,40.0,953167,1000825.0,10.34,38.15,23829.0,1.05,4,"KY,MD,MO,WV"
85,Confederate,1880,91.0,1744765,2268194.0,18.92,69.83,19173.0,1.3,10,"AL,AR,GA,LA,MS,NC,SC,TN,TX,VA"
86,Small,1880,23.0,310543,574505.0,3.37,12.43,13502.0,1.85,7,"CO,DE,FL,NE,NV,OR,RI"
87,Union,1880,215.0,6212706,5342927.0,67.39,248.66,28896.0,0.86,17,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,PA,VT,WI"
88,Postbellum,1880,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
89,Nat'l Average,1880,369.0,9219477,9219477.0,100.0,369.0,24985.0,1.0,38,All 38
90,Border,1884,43.0,1035913,1077350.0,10.3,41.29,24091.0,1.04,4,"KY,MD,MO,WV"
91,Confederate,1884,103.0,1884528,2581803.0,18.73,75.12,18296.0,1.37,10,"AL,AR,GA,LA,MS,NC,SC,TN,TX,VA"
92,Postbellum,1884,5.0,134202,124808.0,1.33,5.35,26840.0,0.93,1,NE
93,Small,1884,28.0,398730,701765.0,3.96,15.89,14240.0,1.76,8,"CO,DE,FL,NV,NH,OR,RI,VT"
94,Union,1884,222.0,6606772,5549688.0,65.67,263.34,29760.0,0.84,15,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,PA,WI"
95,Nat'l Average,1884,401.0,10060145,10060145.0,100.0,401.0,25088.0,1.0,38,All 38
96,Border,1888,43.0,1236609,1224243.0,10.86,43.54,28758.0,0.99,4,"KY,MD,MO,WV"
97,Confederate,1888,103.0,2037610,2934158.0,17.89,71.74,19783.0,1.44,10,"AL,AR,GA,LA,MS,NC,SC,TN,TX,VA"
98,Postbellum,1888,5.0,202632,141842.0,1.78,7.13,40526.0,0.7,1,NE
99,Small,1888,28.0,459403,794767.0,4.03,16.18,16407.0,1.73,8,"CO,DE,FL,NV,NH,OR,RI,VT"
100,Union,1888,222.0,7452592,6334703.0,65.44,262.41,33570.0,0.85,15,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,PA,WI"
101,Nat'l Average,1888,401.0,11388846,11388846.0,100.0,401.0,28401.0,1.0,38,All 38
102,Border,1892,44.0,1266801,1190793.0,10.5,46.61,28791.0,0.94,4,"KY,MD,MO,WV"
103,Confederate,1892,108.0,2102083,2942916.0,17.42,77.34,19464.0,1.4,10,"AL,AR,GA,LA,MS,NC,SC,TN,TX,VA"
104,Postbellum,1892,8.0,200192,218209.0,1.66,7.37,25024.0,1.09,1,NE
105,Small,1892,50.0,729490,1356851.0,6.04,26.84,14590.0,1.86,14,"CO,DE,FL,ID,MT,NV,NH,ND,OR,RI,SD,VT,WA,WY"
106,Union,1892,234.0,7769461,6370958.0,64.38,285.85,33203.0,0.82,15,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,PA,WI"
107,Nat'l Average,1892,444.0,12068027,12068027.0,100.0,444.0,27180.0,1.0,44,All 44
108,Border,1896,44.0,1571840,1367501.0,11.28,50.41,35724.0,0.87,4,"KY,MD,MO,WV"
109,Confederate,1896,108.0,2237682,3378900.0,16.05,71.76,20719.0,1.51,10,"AL,AR,GA,LA,MS,NC,SC,TN,TX,VA"
110,Postbellum,1896,8.0,223182,249964.0,1.6,7.16,27898.0,1.12,1,NE
111,Small,1896,53.0,990599,1654300.0,7.11,31.77,18691.0,1.67,15,"CO,DE,FL,ID,MT,NV,NH,ND,OR,RI,SD,UT,VT,WA,WY"
112,Union,1896,234.0,8915371,7310604.0,63.96,285.9,38100.0,0.82,15,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,PA,WI"
113,Nat'l Average,1896,447.0,13938674,13938674.0,100.0,447.0,31183.0,1.0,45,All 45
114,Border,1900,44.0,1637151,1375207.0,11.7,52.28,37208.0,0.84,4,"KY,MD,MO,WV"
115,Confederate,1900,108.0,1841033,3387501.0,13.15,58.79,17047.0,1.84,10,"AL,AR,GA,LA,MS,NC,SC,TN,TX,VA"
116,Postbellum,1900,8.0,241430,251087.0,1.72,7.71,30179.0,1.04,1,NE
117,Small,1900,53.0,1129127,1659817.0,8.07,36.06,21304.0,1.47,15,"CO,DE,FL,ID,MT,NV,NH,ND,OR,RI,SD,UT,VT,WA,WY"
118,Union,1900,234.0,9148688,7318950.0,65.36,292.16,39097.0,0.8,15,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,PA,WI"
119,Nat'l Average,1900,447.0,13997429,13997429.0,100.0,447.0,31314.0,1.0,45,All 45
120,Border,1904,46.0,1544022,1312419.0,11.42,54.34,33566.0,0.85,4,"KY,MD,MO,WV"
121,Confederate,1904,120.0,1377630,3416522.0,10.19,48.48,11480.0,2.48,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
122,Postbellum,1904,18.0,614550,510076.0,4.54,21.63,34142.0,0.83,3,"CO,NE,WA"
123,Small,1904,42.0,797641,1196462.0,5.9,28.07,18991.0,1.5,12,"DE,ID,MT,NV,NH,ND,OR,RI,SD,UT,VT,WY"
124,Union,1904,250.0,9191252,7077264.0,67.96,323.48,36765.0,0.77,15,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,PA,WI"
125,Nat'l Average,1904,476.0,13525095,13525095.0,100.0,476.0,28414.0,1.0,45,All 45
126,Border,1908,46.0,1703282,1413724.0,11.44,55.25,37028.0,0.83,4,"KY,MD,MO,WV"
127,Confederate,1908,120.0,1587794,3699560.0,10.66,51.51,13232.0,2.33,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
128,Postbellum,1908,25.0,971453,767448.0,6.52,31.51,38858.0,0.79,4,"CO,NE,OK,WA"
129,Small,1908,42.0,919656,1296715.0,6.18,29.83,21897.0,1.41,12,"DE,ID,MT,NV,NH,ND,OR,RI,SD,UT,VT,WY"
130,Union,1908,250.0,9708988,7670101.0,65.21,314.95,38836.0,0.79,15,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,PA,WI"
131,Nat'l Average,1908,483.0,14889239,14889239.0,100.0,483.0,30827.0,1.0,46,All 46
132,Border,1912,47.0,1652089,1338192.0,10.98,58.31,35151.0,0.81,4,"KY,MD,MO,WV"
133,Confederate,1912,126.0,1547255,3574159.0,10.28,54.61,12280.0,2.31,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
134,Postbellum,1912,41.0,1295868,1166281.0,8.61,45.74,31607.0,0.9,6,"CO,NE,ND,OK,SD,WA"
135,Small,1912,35.0,632971,993764.0,4.21,22.34,18085.0,1.57,10,"AZ,DE,ID,MT,NV,NH,NM,UT,VT,WY"
136,Union,1912,282.0,9916100,8032041.0,65.91,350.0,35163.0,0.81,17,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,RI,WI"
137,Nat'l Average,1912,531.0,15044278,15044278.0,100.0,531.0,28332.0,1.0,48,All 48
138,Border,1916,47.0,1858738,1635689.0,10.03,53.25,39548.0,0.88,4,"KY,MD,MO,WV"
139,Confederate,1916,126.0,1872379,4400091.0,10.1,53.64,14860.0,2.35,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
140,Postbellum,1916,41.0,1499769,1424781.0,8.09,42.96,36580.0,0.95,6,"CO,NE,ND,OK,SD,WA"
141,Small,1916,35.0,870816,1219142.0,4.7,24.95,24880.0,1.4,10,"AZ,DE,ID,MT,NV,NH,NM,UT,VT,WY"
142,Union,1916,282.0,12434883,9823558.0,67.08,356.21,44095.0,0.79,17,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,RI,WI"
143,Nat'l Average,1916,531.0,18536585,18536585.0,100.0,531.0,34909.0,1.0,48,All 48
144,Border,1920,47.0,3189893,2360521.0,11.92,63.29,67870.0,0.74,4,"KY,MD,MO,WV"
145,Confederate,1920,126.0,2675944,6341987.0,10.0,53.09,21238.0,2.37,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
146,Postbellum,1920,41.0,1948134,2065022.0,7.28,38.65,47515.0,1.06,6,"CO,NE,ND,OK,SD,WA"
147,Small,1920,35.0,1058248,1767274.0,3.95,20.99,30236.0,1.67,10,"AZ,DE,ID,MT,NV,NH,NM,UT,VT,WY"
148,Union,1920,282.0,17892961,14135439.0,66.85,354.98,63450.0,0.79,17,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,RI,WI"
149,Nat'l Average,1920,531.0,26765180,26765180.0,100.0,531.0,50405.0,1.0,48,All 48
150,Border,1924,47.0,3065582,2575089.0,10.54,55.94,65225.0,0.84,4,"KY,MD,MO,WV"
151,Confederate,1924,126.0,2530094,6907157.0,8.7,46.17,20080.0,2.73,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
152,Postbellum,1924,41.0,2159346,2245720.0,7.42,39.41,52667.0,1.04,6,"CO,NE,ND,OK,SD,WA"
153,Small,1924,35.0,1131891,1912896.0,3.89,20.66,32340.0,1.69,10,"AZ,DE,ID,MT,NV,NH,NM,UT,VT,WY"
154,Union,1924,282.0,20210194,15359747.0,69.46,368.82,71667.0,0.76,17,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,RI,WI"
155,Nat'l Average,1924,531.0,29097107,29097107.0,100.0,531.0,54797.0,1.0,48,All 48
156,Border,1928,47.0,3612425,3251182.0,9.81,52.12,76860.0,0.9,4,"KY,MD,MO,WV"
157,Confederate,1928,126.0,3378616,8750615.0,9.18,48.74,26814.0,2.59,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
158,Postbellum,1928,41.0,2560385,2842027.0,6.96,36.94,62448.0,1.11,6,"CO,NE,ND,OK,SD,WA"
159,Small,1928,35.0,1284611,2427915.0,3.49,18.53,36703.0,1.89,10,"AZ,DE,ID,MT,NV,NH,NM,UT,VT,WY"
160,Union,1928,282.0,25970975,19478231.0,70.56,374.68,92096.0,0.75,17,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,RI,WI"
161,Nat'l Average,1928,531.0,36807012,36807012.0,100.0,531.0,69316.0,1.0,48,All 48
162,Border,1932,42.0,3847785,3155184.0,9.68,51.4,91614.0,0.82,4,"KY,MD,MO,WV"
163,Confederate,1932,124.0,3780128,9299115.0,9.51,50.49,30485.0,2.46,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
164,Postbellum,1932,32.0,2347280,2394226.0,5.9,31.35,73352.0,1.02,4,"CO,NE,OK,WA"
165,Small,1932,46.0,2284230,3449187.0,5.75,30.51,49657.0,1.51,13,"AZ,DE,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
166,Union,1932,287.0,27492475,21444130.0,69.16,367.24,95793.0,0.78,16,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
167,Nat'l Average,1932,531.0,39751898,39751898.0,100.0,531.0,74862.0,1.0,48,All 48
168,Border,1936,42.0,4209679,3620324.0,9.22,48.97,100230.0,0.86,4,"KY,MD,MO,WV"
169,Confederate,1936,124.0,4176586,10650294.0,9.15,48.58,33682.0,2.55,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
170,Postbellum,1936,32.0,2538785,2741888.0,5.56,29.53,79337.0,1.08,4,"CO,NE,OK,WA"
171,Small,1936,46.0,2458147,3957617.0,5.39,28.59,53438.0,1.61,13,"AZ,DE,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
172,Union,1936,287.0,32264872,24521303.0,70.68,375.32,112421.0,0.76,16,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
173,Nat'l Average,1936,531.0,45647699,45647699.0,100.0,531.0,85966.0,1.0,48,All 48
174,Border,1940,42.0,4331985,3942106.0,8.68,46.1,103142.0,0.91,4,"KY,MD,MO,WV"
175,Confederate,1940,124.0,4757575,11656059.0,9.53,50.62,38368.0,2.45,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
176,Postbellum,1940,32.0,2784927,3007721.0,5.58,29.63,87029.0,1.08,4,"CO,NE,OK,WA"
177,Small,1940,46.0,2654776,4327285.0,5.32,28.25,57713.0,1.63,13,"AZ,DE,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
178,Union,1940,287.0,35372850,26883366.0,70.88,376.4,123250.0,0.76,16,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
179,Nat'l Average,1940,531.0,49902113,49902113.0,100.0,531.0,93978.0,1.0,48,All 48
180,Border,1944,42.0,3764430,3802074.0,7.85,41.66,89629.0,1.01,4,"KY,MD,MO,WV"
181,Confederate,1944,127.0,4741298,11473941.0,9.88,52.48,37333.0,2.42,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
182,Postbellum,1944,30.0,2647129,2700072.0,5.52,29.3,88238.0,1.02,4,"CO,NE,OK,WA"
183,Small,1944,48.0,2341298,4331401.0,4.88,25.91,48777.0,1.85,13,"AZ,DE,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
184,Union,1944,284.0,34482908,25517352.0,71.87,381.65,121419.0,0.74,16,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
185,Nat'l Average,1944,531.0,47977063,47977063.0,100.0,531.0,90352.0,1.0,48,All 48
186,Border,1948,42.0,3746771,3859174.0,7.68,40.77,89209.0,1.03,4,"KY,MD,MO,WV"
187,Confederate,1948,127.0,5215284,11682236.0,10.69,56.76,41065.0,2.24,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
188,Postbellum,1948,30.0,2630835,2762377.0,5.39,28.63,87694.0,1.05,4,"CO,NE,OK,WA"
189,Small,1948,48.0,2535487,4411747.0,5.2,27.59,52823.0,1.74,13,"AZ,DE,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
190,Union,1948,284.0,34665158,25998868.0,71.04,377.25,122060.0,0.75,16,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
191,Nat'l Average,1948,531.0,48793535,48793535.0,100.0,531.0,91890.0,1.0,48,All 48
192,Border,1952,40.0,4660832,4660832.0,7.55,40.08,116521.0,1.0,4,"KY,MD,MO,WV"
193,Confederate,1952,128.0,8553728,14883487.0,13.85,73.55,66826.0,1.74,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
194,Postbellum,1952,29.0,3291455,3357284.0,5.33,28.3,113498.0,1.02,4,"CO,NE,OK,WA"
195,Small,1952,48.0,3160881,5594759.0,5.12,27.18,65852.0,1.77,13,"AZ,DE,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
196,Union,1952,286.0,42085046,33247186.0,68.15,361.88,147151.0,0.79,16,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
197,Nat'l Average,1952,531.0,61751942,61751942.0,100.0,531.0,116294.0,1.0,48,All 48
198,Border,1956,40.0,4649549,4649549.0,7.5,39.81,116239.0,1.0,4,"KY,MD,MO,WV"
199,Confederate,1956,128.0,8615765,14991431.0,13.89,73.76,67311.0,1.74,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
200,Postbellum,1956,29.0,3250450,3380468.0,5.24,27.83,112084.0,1.04,4,"CO,NE,OK,WA"
201,Small,1956,48.0,3176487,5590617.0,5.12,27.2,66177.0,1.76,13,"AZ,DE,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
202,Union,1956,286.0,42329077,33439971.0,68.25,362.4,148004.0,0.79,16,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
203,Nat'l Average,1956,531.0,62021328,62021328.0,100.0,531.0,116801.0,1.0,48,All 48
204,Border,1960,40.0,4952014,5150095.0,7.19,38.63,123800.0,1.04,4,"KY,MD,MO,WV"
205,Confederate,1960,128.0,10266143,16425829.0,14.91,80.09,80204.0,1.6,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
206,Postbellum,1960,29.0,3494063,3703707.0,5.08,27.26,120485.0,1.06,4,"CO,NE,OK,WA"
207,Small,1960,54.0,3806073,6927053.0,5.53,29.69,70483.0,1.82,15,"AK,AZ,DE,HI,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
208,Union,1960,286.0,46314189,36588209.0,67.29,361.32,161938.0,0.79,16,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
209,Nat'l Average,1960,537.0,68832482,68832482.0,100.0,537.0,128180.0,1.0,50,All 50
210,Border,1964,38.0,4772481,5011105.0,6.76,36.35,125592.0,1.05,4,"KY,MD,MO,WV"
211,Confederate,1964,128.0,12312262,16867799.0,17.43,93.77,96190.0,1.37,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
212,Postbellum,1964,33.0,4032965,4315273.0,5.71,30.72,122211.0,1.07,5,"AZ,CO,NE,OK,WA"
213,Small,1964,58.0,4023372,7604173.0,5.7,30.64,69368.0,1.89,16,"AK,DE,DC,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
214,Union,1964,281.0,45498204,36853545.0,64.41,346.52,161915.0,0.81,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
215,Nat'l Average,1964,538.0,70639284,70639284.0,100.0,538.0,131300.0,1.0,51,All 50 + DC
216,Border,1968,38.0,4854640,5194465.0,6.63,35.68,127754.0,1.07,4,"KY,MD,MO,WV"
