,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Population per EC vote,Average weight,State count,States in group
31,Northeast,1852,110.0,1380399,1173339.0,43.69,129.32,12549.0,0.85,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
32,Small,1852,6.0,19866,63969.0,0.63,1.86,3311.0,3.22,2,"DE,FL"
33,South,1852,97.0,738967,1034554.0,23.39,69.23,7618.0,1.4,11,"AL,AR,GA,KY,LA,MD,MS,NC,TN,TX,VA"
34,West,1852,4.0,76810,43014.0,2.43,7.2,19202.0,0.56,1,CA
35,Midwest,1856,71.0,1305131,965797.0,32.21,95.35,18382.0,0.74,7,"IL,IN,IA,MI,MO,OH,WI"
36,Northeast,1856,110.0,1656453,1507372.0,40.88,121.01,15059.0,0.91,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
37,Small,1856,6.0,25780,82238.0,0.64,1.88,4297.0,3.19,2,"DE,FL"
38,South,1856,97.0,953967,1326014.0,23.55,69.69,9835.0,1.39,11,"AL,AR,GA,KY,LA,MD,MS,NC,TN,TX,VA"
39,West,1856,4.0,110255,55128.0,2.72,8.05,27564.0,0.5,1,CA
40,Midwest,1860,75.0,1680488,1159537.0,35.9,108.77,22407.0,0.69,8,"IL,IN,IA,MI,MN,MO,OH,WI"
41,Northeast,1860,110.0,1754812,1702168.0,37.49,113.58,15953.0,0.97,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
42,Small,1860,9.0,44177,139158.0,0.94,2.86,4909.0,3.15,3,"DE,FL,OR"
43,South,1860,97.0,1082027,1504018.0,23.11,70.03,11155.0,1.39,11,"AL,AR,GA,KY,LA,MD,MS,NC,TN,TX,VA"
44,West,1860,4.0,119827,62310.0,2.56,7.76,29957.0,0.52,1,CA
45,Midwest,1864,89.0,1693957,1541501.0,42.01,97.89,19033.0,0.91,8,"IL,IN,IA,MI,MN,MO,OH,WI"
46,Northeast,1864,105.0,1958889,1821767.0,48.58,113.2,18656.0,0.93,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
47,Small,1864,11.0,73267,190494.0,1.82,4.23,6661.0,2.6,4,"DE,KS,NV,OR"
48,South,1864,23.0,199857,397715.0,4.96,11.55,8689.0,1.99,3,"KY,MD,WV"
49,West,1864,5.0,105890,86830.0,2.63,6.12,21178.0,0.82,1,CA
50,Midwest,1868,89.0,2149708,1741263.0,37.57,110.45,24154.0,0.81,8,"IL,IN,IA,MI,MN,MO,OH,WI"
51,Northeast,1868,105.0,2219724,2042146.0,38.79,114.04,21140.0,0.92,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
52,Small,1868,15.0,111276,291543.0,1.94,5.72,7418.0,2.62,5,"DE,KS,NE,NV,OR"
53,South,1868,77.0,1133452,1496157.0,19.81,58.23,14720.0,1.32,10,"AL,AR,GA,KY,LA,MD,NC,SC,TN,WV"
54,West,1868,5.0,108656,97790.0,1.9,5.58,21731.0,0.9,1,CA
55,Midwest,1872,115.0,2405218,2044435.0,37.16,136.02,20915.0,0.85,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
56,Northeast,1872,113.0,2079670,1996483.0,32.13,117.61,18404.0,0.96,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
57,Small,1872,12.0,82550,212154.0,1.28,4.67,6879.0,2.57,4,"DE,NE,NV,OR"
58,South,1872,120.0,1808760,2116249.0,27.95,102.29,15073.0,1.17,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,SC,TN,TX,VA,WV"
59,West,1872,6.0,95785,106321.0,1.48,5.42,15964.0,1.11,1,CA
60,Midwest,1876,115.0,3119111,2620053.0,37.05,136.71,27123.0,0.84,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
61,Northeast,1876,113.0,2664809,2584865.0,31.65,116.8,23582.0,0.97,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
62,Small,1876,12.0,123033,274364.0,1.46,5.39,10253.0,2.23,4,"DE,NE,NV,OR"
63,South,1876,120.0,2355922,2732870.0,27.98,103.26,19633.0,1.16,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,SC,TN,TX,VA,WV"
64,West,1876,6.0,155784,137090.0,1.85,6.83,25964.0,0.88,1,CA
65,Midwest,1880,115.0,3513729,2881258.0,38.11,140.63,30554.0,0.82,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
66,Northeast,1880,113.0,2964278,2816064.0,32.15,118.64,26233.0,0.95,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
67,Small,1880,15.0,229690,374395.0,2.49,9.19,15313.0,1.63,5,"CO,DE,NE,NV,OR"
68,South,1880,120.0,2349239,3007026.0,25.48,94.03,19577.0,1.28,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,SC,TN,TX,VA,WV"
69,West,1880,6.0,164245,149463.0,1.78,6.57,27374.0,0.91,1,CA
70,Midwest,1884,134.0,4082169,3347379.0,40.58,162.71,30464.0,0.82,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
71,Northeast,1884,113.0,3079843,2833456.0,30.61,122.76,27255.0,0.92,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
72,Small,1884,12.0,161982,301287.0,1.61,6.46,13498.0,1.86,4,"CO,DE,NV,OR"
73,South,1884,134.0,2539163,3351695.0,25.24,101.21,18949.0,1.32,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,SC,TN,TX,VA,WV"
74,West,1884,8.0,196988,200928.0,1.96,7.85,24624.0,1.02,1,CA
75,Midwest,1888,134.0,4677654,3788900.0,41.07,164.7,34908.0,0.81,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
76,Northeast,1888,113.0,3444653,3203527.0,30.25,121.29,30484.0,0.93,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
77,Small,1888,12.0,195841,340763.0,1.72,6.9,16320.0,1.74,4,"CO,DE,NV,OR"
78,South,1888,134.0,2819359,3806135.0,24.76,99.27,21040.0,1.35,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,SC,TN,TX,VA,WV"
79,West,1888,8.0,251339,226205.0,2.21,8.85,31417.0,0.9,1,CA
80,Midwest,1892,149.0,4962640,4069365.0,41.12,182.58,33306.0,0.82,11,"IL,IN,IA,KS,MI,MN,MO,NE,OH,SD,WI"
81,Northeast,1892,117.0,3547821,3193039.0,29.4,130.53,30323.0,0.9,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
82,Small,1892,18.0,164834,489557.0,1.37,6.06,9157.0,2.97,6,"DE,ID,MT,NV,ND,WY"
83,South,1892,139.0,2862772,3778859.0,23.72,105.33,20595.0,1.32,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,SC,TN,TX,VA,WV"
84,West,1892,21.0,529960,572357.0,4.39,19.5,25236.0,1.08,4,"CA,CO,OR,WA"
85,Midwest,1896,149.0,5913171,4671405.0,42.42,189.63,39686.0,0.79,11,"IL,IN,IA,KS,MI,MN,MO,NE,OH,SD,WI"
86,Northeast,1896,117.0,3886121,3652954.0,27.88,124.62,33215.0,0.94,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
87,Small,1896,21.0,278323,654059.0,2.0,8.93,13253.0,2.35,7,"DE,ID,MT,NV,ND,UT,WY"
88,South,1896,139.0,3182104,4327661.0,22.83,102.05,22893.0,1.36,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,SC,TN,TX,VA,WV"
89,West,1896,21.0,678955,651797.0,4.87,21.77,32331.0,0.96,4,"CA,CO,OR,WA"
90,Midwest,1900,149.0,6044586,4654331.0,43.18,193.03,40568.0,0.77,11,"IL,IN,IA,KS,MI,MN,MO,NE,OH,SD,WI"
91,Northeast,1900,117.0,4028118,3665587.0,28.78,128.64,34428.0,0.91,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
92,Small,1900,21.0,376047,658082.0,2.69,12.01,17907.0,1.75,7,"DE,ID,MT,NV,ND,UT,WY"
93,South,1900,139.0,2834177,4364633.0,20.25,90.51,20390.0,1.54,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,SC,TN,TX,VA,WV"
94,West,1900,21.0,714501,657341.0,5.1,22.82,34024.0,0.92,4,"CA,CO,OR,WA"
95,Midwest,1904,160.0,5880061,4527647.0,43.48,206.94,36750.0,0.77,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
96,Northeast,1904,126.0,4231020,3596367.0,31.28,148.91,33580.0,0.85,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
97,Small,1904,18.0,325373,510836.0,2.41,11.45,18076.0,1.57,6,"DE,ID,MT,NV,UT,WY"
98,South,1904,148.0,2277791,4213913.0,16.84,80.16,15390.0,1.85,14,"AL,AR,FL,GA,KY,LA,MD,MS,NC,SC,TN,TX,VA,WV"
99,West,1904,24.0,810850,681114.0,6.0,28.54,33785.0,0.84,4,"CA,CO,OR,WA"
100,Midwest,1908,160.0,6388248,4918951.0,42.91,207.23,39927.0,0.77,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
101,Northeast,1908,126.0,4340766,3863282.0,29.15,140.81,34451.0,0.89,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
102,Small,1908,18.0,384870,554213.0,2.58,12.48,21382.0,1.44,6,"DE,ID,MT,NV,UT,WY"
103,South,1908,155.0,2832066,4786192.0,19.02,91.87,18271.0,1.69,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
104,West,1908,24.0,945223,737274.0,6.35,30.66,39384.0,0.78,4,"CA,CO,OR,WA"
105,Midwest,1912,167.0,6131709,4721416.0,40.76,216.42,36717.0,0.77,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
106,Northeast,1912,141.0,4275580,3976289.0,28.42,150.91,30323.0,0.93,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
107,Small,1912,15.0,184203,425509.0,1.22,6.5,12280.0,2.31,5,"AZ,DE,NV,NM,WY"
108,South,1912,165.0,2754579,4682784.0,18.31,97.23,16694.0,1.7,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
109,West,1912,43.0,1698212,1222713.0,11.29,59.94,39493.0,0.72,7,"CA,CO,ID,MT,OR,UT,WA"
110,Midwest,1916,167.0,8024283,5857727.0,43.29,229.86,48050.0,0.73,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
111,Northeast,1916,141.0,4621365,4944861.0,24.93,132.38,32776.0,1.07,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
112,Small,1916,15.0,261774,523548.0,1.41,7.5,17452.0,2.0,5,"AZ,DE,NV,NM,WY"
113,South,1916,165.0,3237101,5762040.0,17.46,92.73,19619.0,1.78,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
114,West,1916,43.0,2392062,1506999.0,12.9,68.52,55629.0,0.63,7,"CA,CO,ID,MT,OR,UT,WA"
115,Midwest,1920,167.0,11433816,8461024.0,42.72,226.84,68466.0,0.74,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
116,Northeast,1920,141.0,7629182,7095139.0,28.5,151.36,54108.0,0.93,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
117,Small,1920,15.0,348737,756759.0,1.3,6.92,23249.0,2.17,5,"AZ,DE,NV,NM,WY"
118,South,1920,165.0,5019647,8332614.0,18.75,99.59,30422.0,1.66,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
119,West,1920,43.0,2333798,2170432.0,8.72,46.3,54274.0,0.93,7,"CA,CO,ID,MT,OR,UT,WA"
120,Midwest,1924,167.0,12396579,9173468.0,42.6,226.23,74231.0,0.74,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
121,Northeast,1924,141.0,8694993,7738544.0,29.88,158.68,61667.0,0.89,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
122,Small,1924,15.0,384497,822824.0,1.32,7.02,25633.0,2.14,5,"AZ,DE,NV,NM,WY"
123,South,1924,165.0,4816133,9054330.0,16.55,87.89,29189.0,1.88,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
124,West,1924,43.0,2804905,2356120.0,9.64,51.19,65230.0,0.84,7,"CA,CO,ID,MT,OR,UT,WA"
125,Midwest,1928,167.0,14669324,11588766.0,39.85,211.63,87840.0,0.79,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
126,Northeast,1928,141.0,12066598,9773944.0,32.78,174.08,85579.0,0.81,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
127,Small,1928,15.0,430411,1041595.0,1.17,6.21,28694.0,2.42,5,"AZ,DE,NV,NM,WY"
128,South,1928,165.0,6108747,11423357.0,16.6,88.13,37023.0,1.87,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
129,West,1928,43.0,3531932,2966823.0,9.6,50.95,82138.0,0.84,7,"CA,CO,ID,MT,OR,UT,WA"
130,Midwest,1932,161.0,15930421,12107120.0,40.07,212.8,98947.0,0.76,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
131,Northeast,1932,137.0,12121729,10303470.0,30.49,161.92,88480.0,0.85,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
132,Small,1932,18.0,658130,1349166.0,1.66,8.79,36563.0,2.05,6,"AZ,DE,NV,NM,VT,WY"
133,South,1932,162.0,6722652,12100774.0,16.91,89.8,41498.0,1.8,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
134,West,1932,53.0,4318966,3973449.0,10.86,57.69,81490.0,0.92,7,"CA,CO,ID,MT,OR,UT,WA"
135,Midwest,1936,161.0,17828234,13906023.0,39.06,207.39,110734.0,0.78,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
136,Northeast,1936,137.0,14919873,11786700.0,32.68,173.56,108904.0,0.79,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
137,Small,1936,18.0,711861,1544738.0,1.56,8.28,39548.0,2.17,6,"AZ,DE,NV,NM,VT,WY"
138,South,1936,162.0,7307370,13957077.0,16.01,85.0,45107.0,1.91,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
139,West,1936,53.0,4880731,4539080.0,10.69,56.78,92089.0,0.93,7,"CA,CO,ID,MT,OR,UT,WA"
140,Midwest,1940,161.0,19177769,15150438.0,38.43,204.07,119117.0,0.79,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
141,Northeast,1940,137.0,16040426,12832341.0,32.14,170.68,117083.0,0.8,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
142,Small,1940,18.0,778147,1688579.0,1.56,8.28,43230.0,2.17,6,"AZ,DE,NV,NM,VT,WY"
143,South,1940,162.0,8082043,15194241.0,16.2,86.0,49889.0,1.88,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
144,West,1940,53.0,5823728,5008406.0,11.67,61.97,109882.0,0.86,7,"CA,CO,ID,MT,OR,UT,WA"
145,Midwest,1944,155.0,17905334,13966161.0,37.32,198.17,115518.0,0.78,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
146,Northeast,1944,135.0,15693300,12240774.0,32.71,173.69,116247.0,0.78,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
147,Small,1944,12.0,406296,1084810.0,0.85,4.5,33858.0,2.67,4,"DE,NV,VT,WY"
148,South,1944,164.0,7655890,14852427.0,15.96,84.73,46682.0,1.94,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
149,West,1944,65.0,6316243,5874106.0,13.17,69.91,97173.0,0.93,9,"AZ,CA,CO,ID,MT,NM,OR,UT,WA"
150,Midwest,1948,155.0,17540438,14207755.0,35.95,190.89,113164.0,0.81,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
151,Northeast,1948,135.0,15676633,12384540.0,32.13,170.6,116123.0,0.79,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
152,Small,1948,12.0,425997,1103332.0,0.87,4.64,35500.0,2.59,4,"DE,NV,VT,WY"
153,South,1948,164.0,8105026,15075348.0,16.61,88.2,49421.0,1.86,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
154,West,1948,65.0,7045441,5988625.0,14.44,76.67,108391.0,0.85,9,"AZ,CA,CO,ID,MT,NM,OR,UT,WA"
155,Midwest,1952,153.0,21153657,17769072.0,34.26,181.9,138259.0,0.84,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
156,Northeast,1952,130.0,18648307,15105129.0,30.2,160.35,143449.0,0.81,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
157,Small,1952,12.0,539023,1396070.0,0.87,4.64,44919.0,2.59,4,"DE,NV,VT,WY"
158,South,1952,163.0,12271482,18898082.0,19.87,105.52,75285.0,1.54,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
159,West,1952,73.0,9139473,8499710.0,14.8,78.59,125198.0,0.93,9,"AZ,CA,CO,ID,MT,NM,OR,UT,WA"
160,Midwest,1956,153.0,21113664,17946614.0,34.04,180.77,137998.0,0.85,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
161,Northeast,1956,130.0,18625611,15273001.0,30.03,159.46,143274.0,0.82,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
162,Small,1956,12.0,551782,1401526.0,0.89,4.72,45982.0,2.54,4,"DE,NV,VT,WY"
163,South,1956,163.0,12292102,19052758.0,19.82,105.24,75412.0,1.55,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
164,West,1956,73.0,9438169,8494352.0,15.22,80.81,129290.0,0.9,9,"AZ,CA,CO,ID,MT,NM,OR,UT,WA"
165,Midwest,1960,153.0,22978764,19531949.0,33.38,179.27,150188.0,0.85,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
166,Northeast,1960,130.0,19886157,16704372.0,28.89,155.14,152970.0,0.84,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
167,Small,1960,18.0,857523,2306737.0,1.25,6.69,47640.0,2.69,6,"AK,DE,HI,NV,VT,WY"
168,South,1960,163.0,14186885,20854721.0,20.61,110.68,87036.0,1.47,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
169,West,1960,73.0,10923153,9393912.0,15.87,85.22,149632.0,0.86,9,"AZ,CA,CO,ID,MT,NM,OR,UT,WA"
170,Midwest,1964,149.0,22209002,19543922.0,31.44,169.15,149054.0,0.88,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
171,Northeast,1964,123.0,19456001,16148481.0,27.54,148.18,158179.0,0.83,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
172,Small,1964,18.0,908414,2361876.0,1.29,6.92,50467.0,2.6,6,"AK,DE,DC,NV,VT,WY"
173,South,1964,162.0,16199363,21221166.0,22.93,123.38,99996.0,1.31,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
174,West,1964,86.0,11866504,11273179.0,16.8,90.38,137983.0,0.95,10,"AZ,CA,CO,HI,ID,MT,NM,OR,UT,WA"
175,Midwest,1968,149.0,22205555,20207055.0,30.34,163.21,149031.0,0.91,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
176,Northeast,1968,123.0,19076607,16787414.0,26.06,140.21,155094.0,0.88,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
177,Small,1968,18.0,910807,2450071.0,1.24,6.69,50600.0,2.69,6,"AK,DE,DC,NV,VT,WY"
178,South,1968,162.0,18781750,21974648.0,25.66,138.04,115937.0,1.17,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
179,West,1968,86.0,12225279,11736268.0,16.7,89.85,142154.0,0.96,10,"AZ,CA,CO,HI,ID,MT,NM,OR,UT,WA"
180,Midwest,1972,142.0,22906751,20616076.0,29.46,158.52,161315.0,0.9,11,"IL,IN,IA,KS,MI,MN,MO,NE,OH,SD,WI"
181,Northeast,1972,119.0,19761331,17192358.0,25.42,136.75,166062.0,0.87,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
182,Small,1972,21.0,1288953,3029040.0,1.66,8.92,61379.0,2.35,7,"AK,DE,DC,NV,ND,VT,WY"
183,South,1972,163.0,19650285,23580342.0,25.28,135.98,120554.0,1.2,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
184,West,1972,93.0,14136707,13429872.0,18.18,97.83,152008.0,0.95,10,"AZ,CA,CO,HI,ID,MT,NM,OR,UT,WA"
185,Midwest,1976,142.0,23855181,21469663.0,29.26,157.41,167994.0,0.9,11,"IL,IN,IA,KS,MI,MN,MO,NE,OH,SD,WI"
186,Northeast,1976,119.0,19323563,17970914.0,23.7,127.51,162383.0,0.93,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
187,Small,1976,21.0,1371406,3181662.0,1.68,9.05,65305.0,2.32,7,"AK,DE,DC,NV,ND,VT,WY"
188,South,1976,163.0,22786298,24609202.0,27.95,150.36,139793.0,1.08,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
189,West,1976,93.0,14195136,14053185.0,17.41,93.67,152636.0,0.99,10,"AZ,CA,CO,HI,ID,MT,NM,OR,UT,WA"
190,Midwest,1980,142.0,24876093,22886006.0,28.76,154.7,175184.0,0.92,11,"IL,IN,IA,KS,MI,MN,MO,NE,OH,SD,WI"
191,Northeast,1980,119.0,18992809,19182737.0,21.95,118.12,159603.0,1.01,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
192,Small,1980,21.0,1507352,3376468.0,1.74,9.37,71779.0,2.24,7,"AK,DE,DC,NV,ND,VT,WY"
193,South,1980,163.0,25398962,26160931.0,29.36,157.95,155822.0,1.03,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
194,West,1980,93.0,15734462,14947739.0,18.19,97.85,169188.0,0.95,10,"AZ,CA,CO,HI,ID,MT,NM,OR,UT,WA"
195,Midwest,1984,131.0,24814556,22581246.0,26.78,144.09,189424.0,0.91,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
196,Northeast,1984,110.0,20248518,19033607.0,21.85,117.57,184077.0,0.94,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
197,Small,1984,21.0,1723832,3620047.0,1.86,10.01,82087.0,2.1,7,"AK,DE,DC,ND,SD,VT,WY"
198,South,1984,171.0,28367129,29501814.0,30.62,164.72,165890.0,1.04,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
199,West,1984,105.0,17499198,18024174.0,18.89,101.61,166659.0,1.03,11,"AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA"
200,Midwest,1988,131.0,24053259,22369531.0,26.26,141.28,183613.0,0.93,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
201,Northeast,1988,110.0,19607866,18823551.0,21.41,115.17,178253.0,0.96,8,"CT,ME,MA,NH,NJ,NY,PA,RI"
202,Small,1988,21.0,1673020,3580263.0,1.83,9.83,79668.0,2.14,7,"AK,DE,DC,ND,SD,VT,WY"
203,South,1988,171.0,28114798,29239390.0,30.69,165.14,164414.0,1.04,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
204,West,1988,105.0,18145743,17964286.0,19.81,106.58,172817.0,0.99,11,"AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA"
