,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Population per EC vote,Average weight,State count,States in group
29,Postbellum,1844,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
30,Border,1848,27.0,261972,267211.0,9.11,26.41,9703.0,1.02,3,"KY,MD,MO"
31,Confederate,1848,76.0,549764,753177.0,19.11,55.42,7234.0,1.37,8,"AL,GA,LA,MS,NC,TN,TX,VA"
32,Small,1848,9.0,36514,89459.0,1.27,3.68,4057.0,2.45,3,"AR,DE,FL"
33,Union,1848,169.0,2028529,1683679.0,70.51,204.49,12003.0,0.83,15,"CT,IL,IN,IA,ME,MA,MI,NH,NJ,NY,OH,PA,RI,VT,WI"
34,Postbellum,1848,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
35,Border,1852,29.0,255564,309232.0,8.09,23.94,8813.0,1.21,3,"KY,MD,MO"
36,Confederate,1852,77.0,552204,822784.0,17.48,51.73,7171.0,1.49,9,"AL,AR,GA,LA,MS,NC,TN,TX,VA"
37,Small,1852,6.0,19866,63969.0,0.63,1.86,3311.0,3.22,2,"DE,FL"
38,Union,1852,176.0,2331526,1888536.0,73.79,218.43,13247.0,0.81,16,"CA,CT,IL,IN,IA,ME,MA,MI,NH,NJ,NY,OH,PA,RI,VT,WI"
39,Postbellum,1852,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
40,Border,1856,29.0,335404,395777.0,8.28,24.5,11566.0,1.18,3,"KY,MD,MO"
41,Confederate,1856,77.0,725049,1051321.0,17.9,52.97,9416.0,1.45,9,"AL,AR,GA,LA,MS,NC,TN,TX,VA"
42,Small,1856,6.0,25780,82238.0,0.64,1.88,4297.0,3.19,2,"DE,FL"
43,Union,1856,176.0,2965353,2401936.0,73.19,216.64,16849.0,0.81,16,"CA,CT,IL,IN,IA,ME,MA,MI,NH,NJ,NY,OH,PA,RI,VT,WI"
44,Postbellum,1856,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
45,Border,1860,29.0,404281,448752.0,8.64,26.17,13941.0,1.11,3,"KY,MD,MO"
46,Confederate,1860,77.0,843309,1189066.0,18.01,54.58,10952.0,1.41,9,"AL,AR,GA,LA,MS,NC,TN,TX,VA"
47,Small,1860,9.0,44177,139158.0,0.94,2.86,4909.0,3.15,3,"DE,FL,OR"
48,Union,1860,180.0,3389564,2779442.0,72.41,219.39,18831.0,0.82,17,"CA,CT,IL,IN,IA,ME,MA,MI,MN,NH,NJ,NY,OH,PA,RI,VT,WI"
49,Postbellum,1860,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
50,Border,1864,34.0,304203,587112.0,7.54,17.58,8947.0,1.93,4,"KY,MD,MO,WV"
51,Small,1864,11.0,73267,190494.0,1.82,4.23,6661.0,2.6,4,"DE,KS,NV,OR"
52,Union,1864,188.0,3654390,3252407.0,90.64,211.19,19438.0,0.89,17,"CA,CT,IL,IN,IA,ME,MA,MI,MN,NH,NJ,NY,OH,PA,RI,VT,WI"
53,Confederate,1864,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
54,Postbellum,1864,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
55,Border,1868,34.0,450059,661587.0,7.86,23.12,13237.0,1.47,4,"KY,MD,MO,WV"
56,Confederate,1868,54.0,835881,1053210.0,14.61,42.94,15479.0,1.26,7,"AL,AR,GA,LA,NC,SC,TN"
57,Small,1868,15.0,111276,291543.0,1.94,5.72,7418.0,2.62,5,"DE,KS,NE,NV,OR"
58,Union,1868,188.0,4325600,3676760.0,75.59,222.24,23009.0,0.85,17,"CA,CT,IL,IN,IA,ME,MA,MI,MN,NH,NJ,NY,OH,PA,RI,VT,WI"
59,Postbellum,1868,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
60,Border,1872,40.0,661108,707386.0,10.21,37.39,16528.0,1.07,4,"KY,MD,MO,WV"
61,Confederate,1872,95.0,1420711,1676439.0,21.95,80.34,14955.0,1.18,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
62,Small,1872,12.0,82550,212154.0,1.28,4.67,6879.0,2.57,4,"DE,NE,NV,OR"
63,Union,1872,219.0,4307614,3876853.0,66.56,243.6,19669.0,0.9,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,PA,RI,VT,WI"
64,Postbellum,1872,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
65,Border,1876,40.0,874642,909628.0,10.39,38.34,21866.0,1.04,4,"KY,MD,MO,WV"
66,Confederate,1876,95.0,1831890,2161630.0,21.76,80.29,19283.0,1.18,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
67,Small,1876,12.0,123033,274364.0,1.46,5.39,10253.0,2.23,4,"DE,NE,NV,OR"
68,Union,1876,219.0,5589094,4974294.0,66.39,244.97,25521.0,0.89,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,PA,RI,VT,WI"
69,Postbellum,1876,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
70,Border,1880,40.0,953167,1000825.0,10.34,38.15,23829.0,1.05,4,"KY,MD,MO,WV"
71,Confederate,1880,95.0,1796383,2371226.0,19.48,71.9,18909.0,1.32,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
72,Small,1880,15.0,229690,374395.0,2.49,9.19,15313.0,1.63,5,"CO,DE,NE,NV,OR"
73,Union,1880,219.0,6241941,5492908.0,67.7,249.83,28502.0,0.88,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,PA,RI,VT,WI"
74,Postbellum,1880,0.0,0,0.0,0.0,0.0,0.0,0.0,0,
75,Border,1884,43.0,1035913,1077350.0,10.3,41.29,24091.0,1.04,4,"KY,MD,MO,WV"
76,Confederate,1884,107.0,1944518,2683435.0,19.33,77.51,18173.0,1.38,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
77,Postbellum,1884,5.0,134202,124808.0,1.33,5.35,26840.0,0.93,1,NE
78,Small,1884,12.0,161982,301287.0,1.61,6.46,13498.0,1.86,4,"CO,DE,NV,OR"
79,Union,1884,234.0,6783530,5901671.0,67.43,270.39,28989.0,0.87,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,PA,RI,VT,WI"
80,Border,1888,43.0,1236609,1224243.0,10.86,43.54,28758.0,0.99,4,"KY,MD,MO,WV"
81,Confederate,1888,107.0,2104110,3029918.0,18.48,74.09,19665.0,1.44,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
82,Postbellum,1888,5.0,202632,141842.0,1.78,7.13,40526.0,0.7,1,NE
83,Small,1888,12.0,195841,340763.0,1.72,6.9,16320.0,1.74,4,"CO,DE,NV,OR"
84,Union,1888,234.0,7649654,6655199.0,67.17,269.34,32691.0,0.87,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,PA,RI,VT,WI"
85,Border,1892,44.0,1266801,1190793.0,10.5,46.61,28791.0,0.94,4,"KY,MD,MO,WV"
86,Confederate,1892,112.0,2137554,3035327.0,17.71,78.64,19085.0,1.42,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
87,Postbellum,1892,20.0,452565,543078.0,3.75,16.65,22628.0,1.2,4,"CO,NE,SD,WA"
88,Small,1892,18.0,164834,489557.0,1.37,6.06,9157.0,2.97,6,"DE,ID,MT,NV,ND,WY"
89,Union,1892,250.0,8046273,6758869.0,66.67,296.04,32185.0,0.84,19,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
90,Border,1896,44.0,1571840,1367501.0,11.28,50.41,35724.0,0.87,4,"KY,MD,MO,WV"
91,Confederate,1896,112.0,2284170,3494780.0,16.39,73.25,20394.0,1.53,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
92,Postbellum,1896,20.0,589254,624609.0,4.23,18.9,29463.0,1.06,4,"CO,NE,SD,WA"
93,Small,1896,21.0,278323,654059.0,2.0,8.93,13253.0,2.35,7,"DE,ID,MT,NV,ND,UT,WY"
94,Union,1896,250.0,9215087,7832824.0,66.11,295.52,36860.0,0.85,19,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
95,Border,1900,44.0,1637151,1375207.0,11.7,52.28,37208.0,0.84,4,"KY,MD,MO,WV"
96,Confederate,1900,112.0,1880682,3498069.0,13.44,60.06,16792.0,1.86,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
97,Postbellum,1900,20.0,666486,626497.0,4.76,21.28,33324.0,0.94,4,"CO,NE,SD,WA"
98,Small,1900,21.0,376047,658082.0,2.69,12.01,17907.0,1.75,7,"DE,ID,MT,NV,ND,UT,WY"
99,Union,1900,250.0,9437063,7832762.0,67.42,301.37,37748.0,0.83,19,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
100,Border,1904,46.0,1544022,1312419.0,11.42,54.34,33566.0,0.85,4,"KY,MD,MO,WV"
101,Confederate,1904,120.0,1377630,3416522.0,10.19,48.48,11480.0,2.48,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
102,Postbellum,1904,26.0,785959,738801.0,5.81,27.66,30229.0,0.94,5,"CO,NE,ND,SD,WA"
103,Small,1904,18.0,325373,510836.0,2.41,11.45,18076.0,1.57,6,"DE,ID,MT,NV,UT,WY"
104,Union,1904,266.0,9492111,7593689.0,70.18,334.06,35685.0,0.8,19,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
105,Border,1908,46.0,1703282,1413724.0,11.44,55.25,37028.0,0.83,4,"KY,MD,MO,WV"
106,Confederate,1908,120.0,1587794,3699560.0,10.66,51.51,13232.0,2.33,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
107,Postbellum,1908,33.0,1180753,1015448.0,7.93,38.3,35780.0,0.86,6,"CO,NE,ND,OK,SD,WA"
108,Small,1908,18.0,384870,554213.0,2.58,12.48,21382.0,1.44,6,"DE,ID,MT,NV,UT,WY"
109,Union,1908,266.0,10034474,8228269.0,67.39,325.51,37724.0,0.82,19,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
110,Border,1912,47.0,1652089,1338192.0,10.98,58.31,35151.0,0.81,4,"KY,MD,MO,WV"
111,Confederate,1912,126.0,1547255,3574159.0,10.28,54.61,12280.0,2.31,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
112,Postbellum,1912,53.0,1593834,1498204.0,10.59,56.26,30072.0,0.94,9,"CO,ID,MT,NE,ND,OK,SD,UT,WA"
113,Small,1912,15.0,184203,425509.0,1.22,6.5,12280.0,2.31,5,"AZ,DE,NV,NM,WY"
114,Union,1912,290.0,10066902,8254860.0,66.92,355.32,34713.0,0.82,19,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
115,Border,1916,47.0,1858738,1635689.0,10.03,53.25,39548.0,0.88,4,"KY,MD,MO,WV"
116,Confederate,1916,126.0,1872379,4400091.0,10.1,53.64,14860.0,2.35,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
117,Postbellum,1916,53.0,1955209,1857449.0,10.55,56.01,36891.0,0.95,9,"CO,ID,MT,NE,ND,OK,SD,UT,WA"
118,Small,1916,15.0,261774,523548.0,1.41,7.5,17452.0,2.0,5,"AZ,DE,NV,NM,WY"
119,Union,1916,290.0,12588485,10070788.0,67.91,360.61,43409.0,0.8,19,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
120,Border,1920,47.0,3189893,2360521.0,11.92,63.29,67870.0,0.74,4,"KY,MD,MO,WV"
121,Confederate,1920,126.0,2675944,6341987.0,10.0,53.09,21238.0,2.37,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
122,Postbellum,1920,53.0,2408592,2673537.0,9.0,47.78,45445.0,1.11,9,"CO,ID,MT,NE,ND,OK,SD,UT,WA"
123,Small,1920,15.0,348737,756759.0,1.3,6.92,23249.0,2.17,5,"AZ,DE,NV,NM,WY"
124,Union,1920,290.0,18142014,14695031.0,67.78,359.92,62559.0,0.81,19,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
125,Border,1924,47.0,3065582,2575089.0,10.54,55.94,65225.0,0.84,4,"KY,MD,MO,WV"
126,Confederate,1924,126.0,2530094,6907157.0,8.7,46.17,20080.0,2.73,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
127,Postbellum,1924,53.0,2639054,2902959.0,9.07,48.16,49793.0,1.1,9,"CO,ID,MT,NE,ND,OK,SD,UT,WA"
128,Small,1924,15.0,384497,822824.0,1.32,7.02,25633.0,2.14,5,"AZ,DE,NV,NM,WY"
129,Union,1924,290.0,20477880,15972746.0,70.38,373.7,70613.0,0.78,19,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
130,Border,1928,47.0,3612425,3251182.0,9.81,52.12,76860.0,0.9,4,"KY,MD,MO,WV"
131,Confederate,1928,126.0,3378616,8750615.0,9.18,48.74,26814.0,2.59,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
132,Postbellum,1928,53.0,3082637,3668338.0,8.38,44.47,58163.0,1.19,9,"CO,ID,MT,NE,ND,OK,SD,UT,WA"
133,Small,1928,15.0,430411,1041595.0,1.17,6.21,28694.0,2.42,5,"AZ,DE,NV,NM,WY"
134,Union,1928,290.0,26302923,19990221.0,71.46,379.46,90700.0,0.76,19,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,VT,WI"
135,Border,1932,42.0,3847785,3155184.0,9.68,51.4,91614.0,0.82,4,"KY,MD,MO,WV"
136,Confederate,1932,124.0,3780128,9299115.0,9.51,50.49,30485.0,2.46,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
137,Postbellum,1932,52.0,3501690,3886876.0,8.81,46.78,67340.0,1.11,9,"CO,ID,MT,NE,ND,OK,SD,UT,WA"
138,Small,1932,18.0,658130,1349166.0,1.66,8.79,36563.0,2.05,6,"AZ,DE,NV,NM,VT,WY"
139,Union,1932,295.0,27964165,22091690.0,70.35,373.54,94794.0,0.79,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
140,Border,1936,42.0,4209679,3620324.0,9.22,48.97,100230.0,0.86,4,"KY,MD,MO,WV"
141,Confederate,1936,124.0,4176586,10650294.0,9.15,48.58,33682.0,2.55,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
142,Postbellum,1936,52.0,3755779,4469377.0,8.23,43.69,72227.0,1.19,9,"CO,ID,MT,NE,ND,OK,SD,UT,WA"
143,Small,1936,18.0,711861,1544738.0,1.56,8.28,39548.0,2.17,6,"AZ,DE,NV,NM,VT,WY"
144,Union,1936,295.0,32794164,25251506.0,71.84,381.48,111167.0,0.77,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
145,Border,1940,42.0,4331985,3942106.0,8.68,46.1,103142.0,0.91,4,"KY,MD,MO,WV"
146,Confederate,1940,124.0,4757575,11656059.0,9.53,50.62,38368.0,2.45,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
147,Postbellum,1940,52.0,4104989,4884937.0,8.23,43.68,78942.0,1.19,9,"CO,ID,MT,NE,ND,OK,SD,UT,WA"
148,Small,1940,18.0,778147,1688579.0,1.56,8.28,43230.0,2.17,6,"AZ,DE,NV,NM,VT,WY"
149,Union,1940,295.0,35929417,27665651.0,72.0,382.32,121795.0,0.77,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
150,Border,1944,42.0,3764430,3802074.0,7.85,41.66,89629.0,1.01,4,"KY,MD,MO,WV"
151,Confederate,1944,127.0,4741298,11473941.0,9.88,52.48,37333.0,2.42,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
152,Postbellum,1944,58.0,4053230,5228667.0,8.45,44.86,69883.0,1.29,11,"AZ,CO,ID,MT,NE,NM,ND,OK,SD,UT,WA"
153,Small,1944,12.0,406296,1084810.0,0.85,4.5,33858.0,2.67,4,"DE,NV,VT,WY"
154,Union,1944,292.0,35011809,26258857.0,72.98,387.5,119903.0,0.75,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
155,Border,1948,42.0,3746771,3859174.0,7.68,40.77,89209.0,1.03,4,"KY,MD,MO,WV"
156,Confederate,1948,127.0,5215284,11682236.0,10.69,56.76,41065.0,2.24,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
157,Postbellum,1948,58.0,4181183,5310102.0,8.57,45.5,72089.0,1.27,11,"AZ,CO,ID,MT,NE,NM,ND,OK,SD,UT,WA"
158,Small,1948,12.0,425997,1103332.0,0.87,4.64,35500.0,2.59,4,"DE,NV,VT,WY"
159,Union,1948,292.0,35224300,26770468.0,72.19,383.33,120631.0,0.76,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
160,Border,1952,40.0,4660832,4660832.0,7.55,40.08,116521.0,1.0,4,"KY,MD,MO,WV"
161,Confederate,1952,128.0,8553728,14883487.0,13.85,73.55,66826.0,1.74,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
162,Postbellum,1952,57.0,5225865,6636849.0,8.46,44.94,91682.0,1.27,11,"AZ,CO,ID,MT,NE,NM,ND,OK,SD,UT,WA"
163,Small,1952,12.0,539023,1396070.0,0.87,4.64,44919.0,2.59,4,"DE,NV,VT,WY"
164,Union,1952,294.0,42772494,34217995.0,69.27,367.8,145485.0,0.8,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
165,Border,1956,40.0,4649549,4649549.0,7.5,39.81,116239.0,1.0,4,"KY,MD,MO,WV"
166,Confederate,1956,128.0,8615765,14991431.0,13.89,73.76,67311.0,1.74,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
167,Postbellum,1956,57.0,5220552,6682307.0,8.42,44.7,91589.0,1.28,11,"AZ,CO,ID,MT,NE,NM,ND,OK,SD,UT,WA"
168,Small,1956,12.0,551782,1401526.0,0.89,4.72,45982.0,2.54,4,"DE,NV,VT,WY"
169,Union,1956,294.0,42983680,34386944.0,69.3,368.01,146203.0,0.8,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
170,Border,1960,40.0,4952014,5150095.0,7.19,38.63,123800.0,1.04,4,"KY,MD,MO,WV"
171,Confederate,1960,128.0,10266143,16425829.0,14.91,80.09,80204.0,1.6,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
172,Postbellum,1960,57.0,5741317,7291473.0,8.34,44.79,100725.0,1.27,11,"AZ,CO,ID,MT,NE,NM,ND,OK,SD,UT,WA"
173,Small,1960,18.0,857523,2306737.0,1.25,6.69,47640.0,2.69,6,"AK,DE,HI,NV,VT,WY"
174,Union,1960,294.0,47015485,37612388.0,68.3,366.79,159917.0,0.8,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
175,Border,1964,38.0,4772481,5011105.0,6.76,36.35,125592.0,1.05,4,"KY,MD,MO,WV"
176,Confederate,1964,128.0,12312262,16867799.0,17.43,93.77,96190.0,1.37,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
177,Postbellum,1964,61.0,6090773,7978913.0,8.62,46.39,99849.0,1.31,12,"AZ,CO,HI,ID,MT,NE,NM,ND,OK,SD,UT,WA"
178,Small,1964,18.0,908414,2361876.0,1.29,6.92,50467.0,2.6,6,"AK,DE,DC,NV,VT,WY"
179,Union,1964,293.0,46555354,38640944.0,65.91,354.57,158892.0,0.83,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
180,Border,1968,38.0,4854640,5194465.0,6.63,35.68,127754.0,1.07,4,"KY,MD,MO,WV"
181,Confederate,1968,128.0,14793526,17456361.0,20.21,108.73,115574.0,1.18,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
182,Postbellum,1968,61.0,6163153,8320257.0,8.42,45.3,101035.0,1.35,12,"AZ,CO,HI,ID,MT,NE,NM,ND,OK,SD,UT,WA"
183,Small,1968,18.0,910807,2450071.0,1.24,6.69,50600.0,2.69,6,"AK,DE,DC,NV,VT,WY"
184,Union,1968,293.0,46477872,39970970.0,63.49,341.6,158628.0,0.86,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
185,Border,1972,37.0,5036299,5338477.0,6.48,34.85,136116.0,1.06,4,"KY,MD,MO,WV"
186,Confederate,1972,130.0,15436675,18832744.0,19.86,106.82,118744.0,1.22,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
187,Postbellum,1972,59.0,6754503,8510674.0,8.69,46.74,114483.0,1.26,11,"AZ,CO,HI,ID,MT,NE,NM,OK,SD,UT,WA"
188,Small,1972,21.0,1288953,3029040.0,1.66,8.92,61379.0,2.35,7,"AK,DE,DC,NV,ND,VT,WY"
189,Union,1972,291.0,49227597,41843457.0,63.32,340.66,169167.0,0.85,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
190,Border,1976,37.0,5303689,5621910.0,6.51,35.0,143343.0,1.06,4,"KY,MD,MO,WV"
191,Confederate,1976,130.0,18343958,19628035.0,22.5,121.05,141107.0,1.07,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
192,Postbellum,1976,59.0,7298740,8977450.0,8.95,48.16,123707.0,1.23,11,"AZ,CO,HI,ID,MT,NE,NM,OK,SD,UT,WA"
193,Small,1976,21.0,1371406,3181662.0,1.68,9.05,65305.0,2.32,7,"AK,DE,DC,NV,ND,VT,WY"
194,Union,1976,291.0,49213791,44292412.0,60.36,324.74,169120.0,0.9,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
195,Border,1980,37.0,5672662,5956295.0,6.56,35.28,153315.0,1.05,4,"KY,MD,MO,WV"
196,Confederate,1980,130.0,20676416,20883180.0,23.9,128.59,159049.0,1.01,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
197,Postbellum,1980,59.0,8084148,9458453.0,9.34,50.27,137019.0,1.17,11,"AZ,CO,HI,ID,MT,NE,NM,OK,SD,UT,WA"
198,Small,1980,21.0,1507352,3376468.0,1.74,9.37,71779.0,2.24,7,"AK,DE,DC,NV,ND,VT,WY"
199,Union,1980,291.0,50569100,47029263.0,58.45,314.49,173777.0,0.93,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
200,Border,1984,36.0,5904847,6200089.0,6.37,34.29,164024.0,1.05,4,"KY,MD,MO,WV"
201,Confederate,1984,138.0,23329377,23795965.0,25.18,135.46,169053.0,1.02,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
202,Postbellum,1984,64.0,8675014,11017268.0,9.36,50.37,135547.0,1.27,11,"AZ,CO,HI,ID,MT,NE,NV,NM,OK,UT,WA"
203,Small,1984,21.0,1723832,3620047.0,1.86,10.01,82087.0,2.1,7,"AK,DE,DC,ND,SD,VT,WY"
204,Union,1984,279.0,53020163,48248348.0,57.22,307.87,190036.0,0.91,18,"CA,CT,IL,IN,IA,KS,ME,MA,MI,MN,NH,NJ,NY,OH,OR,PA,RI,WI"
