,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Pop vote per EC vote,Average weight,State count,States in group
224,Small,1948,48.0,2535487,4411747.0,5.2,27.59,52823.0,1.74,13,"AZ,DE,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
225,South,1948,164.0,8105026,15075348.0,16.61,88.2,49421.0,1.86,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
226,West,1948,45.0,5965914,4116481.0,12.23,64.92,132576.0,0.69,4,"CA,CO,OR,WA"
227,Nat'l Average,1948,531.0,48793535,48793535.0,100.0,531.0,91890.0,1.0,48,All 47
228,Midwest,1952,145.0,20589247,16883183.0,33.34,177.04,141995.0,0.82,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
229,Northeast,1952,122.0,17960859,14189079.0,29.09,154.44,147220.0,0.79,6,"CT,ME,MA,NJ,NY,PA"
230,Small,1952,48.0,3160881,5594759.0,5.12,27.18,65852.0,1.77,13,"AZ,DE,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
231,South,1952,163.0,12271482,18898082.0,19.87,105.52,75285.0,1.54,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
232,West,1952,53.0,7769473,6137884.0,12.58,66.81,146594.0,0.79,4,"CA,CO,OR,WA"
233,Nat'l Average,1952,531.0,61751942,61751942.0,100.0,531.0,116294.0,1.0,48,All 47
234,Midwest,1956,145.0,20565816,16863969.0,33.16,176.08,141833.0,0.82,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
235,Northeast,1956,122.0,17971008,14197096.0,28.98,153.86,147303.0,0.79,6,"CT,ME,MA,NJ,NY,PA"
236,Small,1956,48.0,3176487,5590617.0,5.12,27.2,66177.0,1.76,13,"AZ,DE,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
237,South,1956,163.0,12292102,19052758.0,19.82,105.24,75412.0,1.55,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
238,West,1956,53.0,8015915,6172255.0,12.92,68.63,151244.0,0.77,4,"CA,CO,OR,WA"
239,Nat'l Average,1956,531.0,62021328,62021328.0,100.0,531.0,116801.0,1.0,48,All 47
240,Midwest,1960,145.0,22393846,18586892.0,32.53,174.71,154440.0,0.83,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
241,Northeast,1960,122.0,19184861,15731586.0,27.87,149.67,157253.0,0.82,6,"CT,ME,MA,NJ,NY,PA"
242,Small,1960,54.0,3806073,6927053.0,5.53,29.69,70483.0,1.82,15,"AK,AZ,DE,HI,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
243,South,1960,163.0,14186885,20854721.0,20.61,110.68,87036.0,1.47,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
244,West,1960,53.0,9260817,6760396.0,13.45,72.25,174732.0,0.73,4,"CA,CO,OR,WA"
245,Nat'l Average,1960,537.0,68832482,68832482.0,100.0,537.0,128180.0,1.0,50,All 49
246,Midwest,1964,141.0,21657495,18408871.0,30.66,164.95,153599.0,0.85,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
247,Northeast,1964,111.0,18398851,14535092.0,26.05,140.13,165755.0,0.79,5,"CT,MA,NJ,NY,PA"
248,Small,1964,58.0,4023372,7604173.0,5.7,30.64,69368.0,1.89,16,"AK,DE,DC,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
249,South,1964,162.0,16199363,21221166.0,22.93,123.38,99996.0,1.31,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
250,West,1964,66.0,10360203,8702571.0,14.67,78.9,156973.0,0.84,5,"AZ,CA,CO,OR,WA"
251,Nat'l Average,1964,538.0,70639284,70639284.0,100.0,538.0,131300.0,1.0,51,All 50 + DC
252,Midwest,1968,141.0,21676409,19292004.0,29.61,159.32,153733.0,0.89,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
253,Northeast,1968,111.0,18001373,15121153.0,24.59,132.31,162175.0,0.84,5,"CT,MA,NJ,NY,PA"
254,Small,1968,58.0,4066841,7889672.0,5.56,29.89,70118.0,1.94,16,"AK,DE,DC,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
255,South,1968,162.0,18781750,21974648.0,25.66,138.04,115937.0,1.17,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
256,West,1968,66.0,10673625,8965845.0,14.58,78.45,161722.0,0.84,5,"AZ,CA,CO,OR,WA"
257,Nat'l Average,1968,538.0,73199998,73199998.0,100.0,538.0,136059.0,1.0,51,All 50 + DC
258,Midwest,1972,138.0,22599336,19887416.0,29.07,156.39,163763.0,0.88,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
259,Northeast,1972,107.0,18594197,15433184.0,23.92,128.67,173778.0,0.83,5,"CT,MA,NJ,NY,PA"
260,Small,1972,57.0,4526165,8237620.0,5.82,31.32,79406.0,1.82,16,"AK,DE,DC,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
261,South,1972,163.0,19650285,23580342.0,25.28,135.98,120554.0,1.2,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
262,West,1972,73.0,12374044,10517937.0,15.92,85.63,169507.0,0.85,5,"AZ,CA,CO,OR,WA"
263,Nat'l Average,1972,538.0,77744027,77744027.0,100.0,538.0,144506.0,1.0,51,All 50 + DC
264,Midwest,1976,138.0,23554503,20963508.0,28.89,155.43,170685.0,0.89,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
265,Northeast,1976,107.0,18089567,16280610.0,22.19,119.37,169061.0,0.9,5,"CT,MA,NJ,NY,PA"
266,Small,1976,57.0,4824835,8636455.0,5.92,31.84,84646.0,1.79,16,"AK,DE,DC,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
267,South,1976,163.0,22786298,24609202.0,27.95,150.36,139793.0,1.08,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
268,West,1976,73.0,12276381,11048743.0,15.06,81.01,168170.0,0.9,5,"AZ,CA,CO,OR,WA"
269,Nat'l Average,1976,538.0,81531584,81531584.0,100.0,538.0,151546.0,1.0,51,All 50 + DC
270,Midwest,1980,138.0,24548390,22093551.0,28.38,152.67,177887.0,0.9,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
271,Northeast,1980,107.0,17669727,17139635.0,20.43,109.89,165138.0,0.97,5,"CT,MA,NJ,NY,PA"
272,Small,1980,57.0,5323266,9156018.0,6.15,33.11,93391.0,1.72,16,"AK,DE,DC,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
273,South,1980,163.0,25398962,26160931.0,29.36,157.95,155822.0,1.03,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
274,West,1980,73.0,13569333,11805320.0,15.69,84.39,185881.0,0.87,5,"AZ,CA,CO,OR,WA"
275,Nat'l Average,1980,538.0,86509678,86509678.0,100.0,538.0,160799.0,1.0,51,All 50 + DC
276,Midwest,1984,131.0,24814556,22581246.0,26.78,144.09,189424.0,0.91,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
277,Northeast,1984,98.0,18895928,16817376.0,20.39,109.72,192816.0,0.89,5,"CT,MA,NJ,NY,PA"
278,Small,1984,49.0,4494456,8449577.0,4.85,26.1,91724.0,1.88,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
279,South,1984,171.0,28367129,29501814.0,30.62,164.72,165890.0,1.04,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
280,West,1984,89.0,16081164,15277106.0,17.36,93.38,180687.0,0.95,7,"AZ,CA,CO,NM,OR,UT,WA"
281,Nat'l Average,1984,538.0,92653233,92653233.0,100.0,538.0,172218.0,1.0,51,All 50 + DC
282,Midwest,1988,131.0,24053259,22369531.0,26.26,141.28,183613.0,0.93,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
283,Northeast,1988,98.0,18197686,16741871.0,19.87,106.89,185691.0,0.92,5,"CT,MA,NJ,NY,PA"
284,Small,1988,49.0,4562370,8349137.0,4.98,26.8,93110.0,1.83,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
285,South,1988,171.0,28114798,29239390.0,30.69,165.14,164414.0,1.04,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
286,West,1988,89.0,16666573,15166581.0,18.2,97.89,187265.0,0.91,7,"AZ,CA,CO,NM,OR,UT,WA"
287,Nat'l Average,1988,538.0,91594686,91594686.0,100.0,538.0,170250.0,1.0,51,All 50 + DC
288,Midwest,1992,123.0,27092143,23841086.0,25.94,139.58,220261.0,0.88,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
289,Northeast,1992,91.0,19620235,17658212.0,18.79,101.08,215607.0,0.9,5,"CT,MA,NJ,NY,PA"
290,Small,1992,48.0,5351718,9311989.0,5.12,27.57,111494.0,1.74,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
291,South,1992,178.0,33107728,34432037.0,31.71,170.57,185998.0,1.04,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
292,West,1992,98.0,19252099,19059578.0,18.44,99.19,196450.0,0.99,7,"AZ,CA,CO,NM,OR,UT,WA"
293,Nat'l Average,1992,538.0,104423923,104423923.0,100.0,538.0,194097.0,1.0,51,All 50 + DC
294,Midwest,1996,123.0,24363175,21926858.0,25.31,136.14,198075.0,0.9,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
295,Northeast,1996,91.0,17847453,16241182.0,18.54,99.73,196126.0,0.91,5,"CT,MA,NJ,NY,PA"
296,Small,1996,48.0,4977183,8610527.0,5.17,27.81,103691.0,1.73,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
297,South,1996,178.0,31299697,31925691.0,32.51,174.91,175841.0,1.02,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
298,West,1996,98.0,17787893,17610014.0,18.48,99.4,181509.0,0.99,7,"AZ,CA,CO,NM,OR,UT,WA"
299,Nat'l Average,1996,538.0,96275401,96275401.0,100.0,538.0,178951.0,1.0,51,All 50 + DC
300,Midwest,2000,123.0,26361367,23988844.0,25.01,134.55,214320.0,0.91,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
301,Northeast,2000,91.0,19084853,17748913.0,18.11,97.41,209724.0,0.93,5,"CT,MA,NJ,NY,PA"
302,Small,2000,48.0,5451809,9377111.0,5.17,27.83,113579.0,1.72,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
303,South,2000,178.0,34877071,34877071.0,33.09,178.02,195939.0,1.0,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
304,West,2000,98.0,19630000,19237400.0,18.62,100.19,200306.0,0.98,7,"AZ,CA,CO,NM,OR,UT,WA"
305,Nat'l Average,2000,538.0,105405100,105405100.0,100.0,538.0,195920.0,1.0,51,All 50 + DC
306,Midwest,2004,118.0,30239092,26912792.0,24.73,133.03,256263.0,0.89,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
307,Northeast,2004,86.0,21263474,19562396.0,17.39,93.54,247250.0,0.92,5,"CT,MA,NJ,NY,PA"
308,Small,2004,44.0,5505688,10020352.0,4.5,24.22,125129.0,1.82,13,"AK,DE,DC,HI,ID,ME,MT,NH,ND,RI,SD,VT,WY"
309,South,2004,183.0,41512723,41512723.0,33.94,182.62,226845.0,1.0,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
310,West,2004,107.0,23773869,24249346.0,19.44,104.59,222186.0,1.02,8,"AZ,CA,CO,NV,NM,OR,UT,WA"
311,Nat'l Average,2004,538.0,122294846,122294846.0,100.0,538.0,227314.0,1.0,51,All 50 + DC
312,Midwest,2008,118.0,31376808,28866663.0,23.89,128.55,265905.0,0.92,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
313,Northeast,2008,86.0,22250222,20915209.0,16.94,91.16,258724.0,0.94,5,"CT,MA,NJ,NY,PA"
314,Small,2008,44.0,5795653,10721958.0,4.41,23.75,131719.0,1.85,13,"AK,DE,DC,HI,ID,ME,MT,NH,ND,RI,SD,VT,WY"
315,South,2008,183.0,46019182,44638607.0,35.05,188.54,251471.0,0.97,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
316,West,2008,107.0,25871955,26130675.0,19.7,106.0,241794.0,1.01,8,"AZ,CA,CO,NV,NM,OR,UT,WA"
317,Nat'l Average,2008,538.0,131313820,131313820.0,100.0,538.0,244078.0,1.0,51,All 50 + DC
318,Midwest,2012,112.0,30477204,26819940.0,23.61,127.02,272118.0,0.88,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
319,Northeast,2012,81.0,21201848,19505700.0,16.42,88.36,261751.0,0.92,5,"CT,MA,NJ,NY,PA"
320,Small,2012,44.0,5684193,10572599.0,4.4,23.69,129186.0,1.86,13,"AK,DE,DC,HI,ID,ME,MT,NH,ND,RI,SD,VT,WY"
321,South,2012,190.0,46083940,45623101.0,35.7,192.07,242547.0,0.99,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
322,West,2012,111.0,25638221,26663750.0,19.86,106.85,230975.0,1.04,8,"AZ,CA,CO,NV,NM,OR,UT,WA"
323,Nat'l Average,2012,538.0,129085410,129085410.0,100.0,538.0,239936.0,1.0,51,All 50 + DC
324,Midwest,2016,112.0,30891381,28420071.0,22.6,121.6,275816.0,0.92,10,"IL,IN,IA,KS,MI,MN,MO,NE,OH,WI"
325,Northeast,2016,81.0,22730943,20685158.0,16.63,89.48,280629.0,0.91,5,"CT,MA,NJ,NY,PA"
326,Small,2016,44.0,5931765,11151718.0,4.34,23.35,134813.0,1.88,13,"AK,DE,DC,HI,ID,ME,MT,NH,ND,RI,SD,VT,WY"
327,South,2016,190.0,49206652,48222519.0,36.0,193.7,258982.0,0.98,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
328,West,2016,111.0,27908496,28187581.0,20.42,109.86,251428.0,1.01,8,"AZ,CA,CO,NV,NM,OR,UT,WA"
329,Nat'l Average,2016,538.0,136669276,136669276.0,100.0,538.0,254032.0,1.0,51,All 50 + DC
330,Midwest,2020,107.0,33192708,31533073.0,20.96,112.75,310212.0,0.95,9,"IL,IN,IA,KS,MI,MN,MO,OH,WI"
331,Northeast,2020,81.0,25515137,23729077.0,16.11,86.67,315002.0,0.93,5,"CT,MA,NJ,NY,PA"
332,Small,2020,44.0,7782663,12919221.0,4.91,26.44,176879.0,1.66,14,"AK,DE,DC,HI,ID,ME,MT,NE,NH,ND,RI,SD,VT,WY"
333,South,2020,190.0,57466271,55742283.0,36.28,195.21,302454.0,0.97,15,"AL,AR,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
334,West,2020,111.0,34424759,32703521.0,21.74,116.94,310133.0,0.95,8,"AZ,CA,CO,NV,NM,OR,UT,WA"
335,Nat'l Average,2020,538.0,158381538,158381538.0,100.0,538.0,294389.0,1.0,51,All 50 + DC
