,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Population per EC vote,Average weight,State count,States in group
201,Confederate,1988,138.0,23253576,23486112.0,25.39,136.58,168504.0,1.01,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
202,Postbellum,1988,33.0,5580556,5636362.0,6.09,32.78,169108.0,1.01,4,"AZ,CO,OK,WA"
203,Small,1988,64.0,6393037,10868163.0,6.98,37.55,99891.0,1.7,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
204,Union,1988,267.0,50584103,45525693.0,55.23,297.12,189454.0,0.9,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
205,Border,1992,29.0,5869216,5634447.0,5.62,30.24,202387.0,0.96,3,"KY,MD,MO"
206,Confederate,1992,147.0,27555746,28657976.0,26.39,141.97,187454.0,1.04,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
207,Postbellum,1992,35.0,6734110,6801451.0,6.45,34.69,192403.0,1.01,4,"AZ,CO,OK,WA"
208,Small,1992,68.0,8088662,13184519.0,7.75,41.67,118951.0,1.63,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
209,Union,1992,259.0,56176189,49996808.0,53.8,289.42,216896.0,0.89,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
210,Border,1996,29.0,5327643,5167814.0,5.53,29.77,183712.0,0.97,3,"KY,MD,MO"
211,Confederate,1996,147.0,26286947,26286947.0,27.3,146.89,178823.0,1.0,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
212,Postbellum,1996,35.0,6375659,6248146.0,6.62,35.63,182162.0,0.98,4,"AZ,CO,OK,WA"
213,Small,1996,68.0,7512760,12170671.0,7.8,41.98,110482.0,1.62,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
214,Union,1996,259.0,50772392,46202877.0,52.74,283.72,196032.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
215,Border,2000,29.0,5929559,5692377.0,5.63,30.27,204468.0,0.96,3,"KY,MD,MO"
216,Confederate,2000,147.0,29425051,28836550.0,27.92,150.19,200170.0,0.98,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
217,Postbellum,2000,35.0,6995046,6855145.0,6.64,35.7,199858.0,0.98,4,"AZ,CO,OK,WA"
218,Small,2000,59.0,6817475,11589708.0,6.47,34.8,115550.0,1.7,16,"AK,DE,DC,HI,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
219,Union,2000,259.0,54889133,50498002.0,52.07,280.16,211927.0,0.92,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
220,Border,2004,29.0,6913924,6568228.0,5.65,30.42,238411.0,0.95,3,"KY,MD,MO"
221,Confederate,2004,153.0,35110518,34759413.0,28.71,154.46,229481.0,0.99,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
222,Postbellum,2004,37.0,8465757,8381099.0,6.92,37.24,228804.0,0.99,4,"AZ,CO,OK,WA"
223,Small,2004,60.0,8034558,13658749.0,6.57,35.35,133909.0,1.7,16,"AK,DE,DC,HI,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
224,Union,2004,250.0,62251151,56648547.0,50.9,273.86,249005.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
225,Border,2008,29.0,7383421,7088084.0,5.62,30.25,254601.0,0.96,3,"KY,MD,MO"
226,Confederate,2008,153.0,39384854,37415611.0,29.99,161.36,257417.0,0.95,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
227,Postbellum,2008,37.0,9194476,9010586.0,7.0,37.67,248499.0,0.98,4,"AZ,CO,OK,WA"
228,Small,2008,60.0,8528317,14668705.0,6.49,34.94,142139.0,1.72,16,"AK,DE,DC,HI,ID,MT,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
229,Union,2008,250.0,65290308,60719986.0,49.72,267.5,261161.0,0.93,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
230,Border,2012,28.0,7261862,6753532.0,5.63,30.27,259352.0,0.93,3,"KY,MD,MO"
231,Confederate,2012,160.0,39574091,38386868.0,30.66,164.94,247338.0,0.97,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
232,Postbellum,2012,51.0,11361518,12270439.0,8.8,47.35,222775.0,1.08,6,"AZ,CO,NV,OK,UT,WA"
233,Small,2012,50.0,6425209,12015141.0,4.98,26.78,128504.0,1.87,14,"AK,DE,DC,HI,ID,MT,NH,NM,ND,RI,SD,VT,WV,WY"
234,Union,2012,240.0,62955167,57289202.0,48.77,262.38,262313.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
235,Border,2016,28.0,7514200,7138490.0,5.5,29.58,268364.0,0.95,3,"KY,MD,MO"
236,Confederate,2016,160.0,42333642,40640296.0,30.98,166.65,264585.0,0.96,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
237,Postbellum,2016,51.0,12380238,12999250.0,9.06,48.73,242750.0,1.05,6,"AZ,CO,NV,OK,UT,WA"
238,Small,2016,50.0,6696580,12723502.0,4.9,26.36,133932.0,1.9,14,"AK,DE,DC,HI,ID,MT,NH,NM,ND,RI,SD,VT,WV,WY"
239,Union,2016,240.0,66152423,60860229.0,48.4,260.41,275635.0,0.92,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
240,Border,2020,28.0,8199760,8281758.0,5.18,27.85,292849.0,1.01,3,"KY,MD,MO"
241,Confederate,2020,160.0,49937043,46940820.0,31.53,169.63,312107.0,0.94,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
242,Postbellum,2020,51.0,15186301,15034438.0,9.59,51.59,297771.0,0.99,6,"AZ,CO,NV,OK,UT,WA"
243,Small,2020,50.0,7725515,14755734.0,4.88,26.24,154510.0,1.91,14,"AK,DE,DC,HI,ID,MT,NH,NM,ND,RI,SD,VT,WV,WY"
244,Union,2020,240.0,75557075,71023650.0,47.71,256.66,314821.0,0.94,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
