,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Pop vote per EC vote,Average weight,State count,States in group
223,Confederate,1948,127.0,5215284,11682236.0,10.69,56.76,41065.0,2.24,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
224,Postbellum,1948,30.0,2630835,2762377.0,5.39,28.63,87694.0,1.05,4,"CO,NE,OK,WA"
225,Small,1948,53.0,2800274,4872477.0,5.74,30.47,52835.0,1.74,14,"AZ,DE,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
226,Union,1948,279.0,34400371,25800278.0,70.5,374.36,123299.0,0.75,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
227,Nat'l Average,1948,531.0,48793535,48793535.0,100.0,531.0,91890.0,1.0,48,All 48
228,Border,1952,40.0,4660832,4660832.0,7.55,40.08,116521.0,1.0,4,"KY,MD,MO,WV"
229,Confederate,1952,128.0,8553728,14883487.0,13.85,73.55,66826.0,1.74,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
230,Postbellum,1952,29.0,3291455,3357284.0,5.33,28.3,113498.0,1.02,4,"CO,NE,OK,WA"
231,Small,1952,53.0,3512667,6147167.0,5.69,30.21,66277.0,1.75,14,"AZ,DE,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
232,Union,1952,281.0,41733260,32551943.0,67.58,358.86,148517.0,0.78,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
233,Nat'l Average,1952,531.0,61751942,61751942.0,100.0,531.0,116294.0,1.0,48,All 48
234,Border,1956,40.0,4649549,4649549.0,7.5,39.81,116239.0,1.0,4,"KY,MD,MO,WV"
235,Confederate,1956,128.0,8615765,14991431.0,13.89,73.76,67311.0,1.74,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
236,Postbellum,1956,29.0,3250450,3380468.0,5.24,27.83,112084.0,1.04,4,"CO,NE,OK,WA"
237,Small,1956,53.0,3528193,6174338.0,5.69,30.21,66570.0,1.75,14,"AZ,DE,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
238,Union,1956,281.0,41977371,32742349.0,67.68,359.39,149386.0,0.78,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
239,Nat'l Average,1956,531.0,62021328,62021328.0,100.0,531.0,116801.0,1.0,48,All 48
240,Border,1960,40.0,4952014,5150095.0,7.19,38.63,123800.0,1.04,4,"KY,MD,MO,WV"
241,Confederate,1960,128.0,10266143,16425829.0,14.91,80.09,80204.0,1.6,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
242,Postbellum,1960,29.0,3494063,3703707.0,5.08,27.26,120485.0,1.06,4,"CO,NE,OK,WA"
243,Small,1960,59.0,4227840,7567834.0,6.14,32.98,71658.0,1.79,16,"AK,AZ,DE,HI,ID,ME,MT,NV,NH,NM,ND,RI,SD,UT,VT,WY"
244,Union,1960,281.0,45892422,35796089.0,66.67,358.03,163318.0,0.78,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
245,Nat'l Average,1960,537.0,68832482,68832482.0,100.0,537.0,128180.0,1.0,50,All 50
246,Border,1964,38.0,4772481,5011105.0,6.76,36.35,125592.0,1.05,4,"KY,MD,MO,WV"
247,Confederate,1964,128.0,12312262,16867799.0,17.43,93.77,96190.0,1.37,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
248,Postbellum,1964,23.0,2968041,3027402.0,4.2,22.61,129045.0,1.02,3,"CO,OK,WA"
249,Small,1964,68.0,5088296,8904518.0,7.2,38.75,74828.0,1.75,18,"AK,AZ,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
250,Union,1964,281.0,45498204,36853545.0,64.41,346.52,161915.0,0.81,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
251,Nat'l Average,1964,538.0,70639284,70639284.0,100.0,538.0,131300.0,1.0,51,50 + DC
252,Border,1968,38.0,4854640,5194465.0,6.63,35.68,127754.0,1.07,4,"KY,MD,MO,WV"
253,Confederate,1968,128.0,14793526,17456361.0,20.21,108.73,115574.0,1.18,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
254,Postbellum,1968,23.0,3058566,3119737.0,4.18,22.48,132981.0,1.02,3,"CO,OK,WA"
255,Small,1968,68.0,5090628,9264943.0,6.95,37.41,74862.0,1.82,18,"AK,AZ,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
256,Union,1968,281.0,45402638,38138216.0,62.03,333.7,161575.0,0.84,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
257,Nat'l Average,1968,538.0,73199998,73199998.0,100.0,538.0,136059.0,1.0,51,50 + DC
258,Border,1972,37.0,5036299,5338477.0,6.48,34.85,136116.0,1.06,4,"KY,MD,MO,WV"
259,Confederate,1972,130.0,15436675,18832744.0,19.86,106.82,118744.0,1.22,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
260,Postbellum,1972,30.0,4108136,4354624.0,5.28,28.43,136938.0,1.06,4,"AZ,CO,OK,WA"
261,Small,1972,62.0,5102454,8980319.0,6.56,35.31,82298.0,1.76,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
262,Union,1972,279.0,48060463,40370789.0,61.82,332.58,172260.0,0.84,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
263,Nat'l Average,1972,538.0,77744027,77744027.0,100.0,538.0,144506.0,1.0,51,50 + DC
264,Border,1976,37.0,5303689,5621910.0,6.51,35.0,143343.0,1.06,4,"KY,MD,MO,WV"
265,Confederate,1976,130.0,18343958,19628035.0,22.5,121.05,141107.0,1.07,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
266,Postbellum,1976,30.0,4471639,4561072.0,5.48,29.51,149055.0,1.02,4,"AZ,CO,OK,WA"
267,Small,1976,62.0,5432503,9398230.0,6.66,35.85,87621.0,1.73,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
268,Union,1976,279.0,47979795,42222220.0,58.85,316.6,171971.0,0.88,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
269,Nat'l Average,1976,538.0,81531584,81531584.0,100.0,538.0,151546.0,1.0,51,50 + DC
270,Border,1980,37.0,5672662,5956295.0,6.56,35.28,153315.0,1.05,4,"KY,MD,MO,WV"
271,Confederate,1980,130.0,20676416,20883180.0,23.9,128.59,159049.0,1.01,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
272,Postbellum,1980,30.0,4950462,4801948.0,5.72,30.79,165015.0,0.97,4,"AZ,CO,OK,WA"
273,Small,1980,62.0,5964120,9960080.0,6.89,37.09,96195.0,1.67,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
274,Union,1980,279.0,49246018,44813876.0,56.93,306.26,176509.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
275,Nat'l Average,1980,538.0,86509678,86509678.0,100.0,538.0,160799.0,1.0,51,50 + DC
276,Border,1984,36.0,5904847,6200089.0,6.37,34.29,164024.0,1.05,4,"KY,MD,MO,WV"
277,Confederate,1984,138.0,23329377,23795965.0,25.18,135.46,169053.0,1.02,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
278,Postbellum,1984,33.0,5460864,5679299.0,5.89,31.71,165481.0,1.04,4,"AZ,CO,OK,WA"
279,Small,1984,64.0,6290572,11008501.0,6.79,36.53,98290.0,1.75,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
280,Union,1984,267.0,51667573,45984140.0,55.76,300.01,193512.0,0.89,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
281,Nat'l Average,1984,538.0,92653233,92653233.0,100.0,538.0,172218.0,1.0,51,50 + DC
282,Border,1988,36.0,5783414,6130419.0,6.31,33.97,160650.0,1.06,4,"KY,MD,MO,WV"
283,Confederate,1988,138.0,23253576,23486112.0,25.39,136.58,168504.0,1.01,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
284,Postbellum,1988,33.0,5580556,5636362.0,6.09,32.78,169108.0,1.01,4,"AZ,CO,OK,WA"
285,Small,1988,64.0,6393037,10868163.0,6.98,37.55,99891.0,1.7,17,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WY"
286,Union,1988,267.0,50584103,45525693.0,55.23,297.12,189454.0,0.9,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
287,Nat'l Average,1988,538.0,91594686,91594686.0,100.0,538.0,170250.0,1.0,51,50 + DC
288,Border,1992,29.0,5869216,5634447.0,5.62,30.24,202387.0,0.96,3,"KY,MD,MO"
289,Confederate,1992,147.0,27555746,28657976.0,26.39,141.97,187454.0,1.04,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
290,Postbellum,1992,35.0,6734110,6801451.0,6.45,34.69,192403.0,1.01,4,"AZ,CO,OK,WA"
291,Small,1992,68.0,8088662,13184519.0,7.75,41.67,118951.0,1.63,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
292,Union,1992,259.0,56176189,49996808.0,53.8,289.42,216896.0,0.89,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
293,Nat'l Average,1992,538.0,104423923,104423923.0,100.0,538.0,194097.0,1.0,51,50 + DC
294,Border,1996,29.0,5327643,5167814.0,5.53,29.77,183712.0,0.97,3,"KY,MD,MO"
295,Confederate,1996,147.0,26286947,26286947.0,27.3,146.89,178823.0,1.0,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
296,Postbellum,1996,35.0,6375659,6248146.0,6.62,35.63,182162.0,0.98,4,"AZ,CO,OK,WA"
297,Small,1996,68.0,7512760,12170671.0,7.8,41.98,110482.0,1.62,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
298,Union,1996,259.0,50772392,46202877.0,52.74,283.72,196032.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
299,Nat'l Average,1996,538.0,96275401,96275401.0,100.0,538.0,178951.0,1.0,51,50 + DC
300,Border,2000,29.0,5929559,5692377.0,5.63,30.27,204468.0,0.96,3,"KY,MD,MO"
301,Confederate,2000,147.0,29425051,28836550.0,27.92,150.19,200170.0,0.98,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
302,Postbellum,2000,35.0,6995046,6855145.0,6.64,35.7,199858.0,0.98,4,"AZ,CO,OK,WA"
303,Small,2000,68.0,8166311,13311087.0,7.75,41.68,120093.0,1.63,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
304,Union,2000,259.0,54889133,50498002.0,52.07,280.16,211927.0,0.92,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
305,Nat'l Average,2000,538.0,105405100,105405100.0,100.0,538.0,195920.0,1.0,51,50 + DC
306,Border,2004,29.0,6913924,6568228.0,5.65,30.42,238411.0,0.95,3,"KY,MD,MO"
307,Confederate,2004,153.0,35110518,34759413.0,28.71,154.46,229481.0,0.99,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
308,Postbellum,2004,37.0,8465757,8381099.0,6.92,37.24,228804.0,0.99,4,"AZ,CO,OK,WA"
309,Small,2004,69.0,9553496,15667733.0,7.81,42.03,138456.0,1.64,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
310,Union,2004,250.0,62251151,56648547.0,50.9,273.86,249005.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
311,Nat'l Average,2004,538.0,122294846,122294846.0,100.0,538.0,227314.0,1.0,51,50 + DC
312,Border,2008,29.0,7383421,7088084.0,5.62,30.25,254601.0,0.96,3,"KY,MD,MO"
313,Confederate,2008,153.0,39384854,37415611.0,29.99,161.36,257417.0,0.95,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
314,Postbellum,2008,37.0,9194476,9010586.0,7.0,37.67,248499.0,0.98,4,"AZ,CO,OK,WA"
315,Small,2008,69.0,10060761,16801471.0,7.66,41.22,145808.0,1.67,18,"AK,DE,DC,HI,ID,ME,MT,NE,NV,NH,NM,ND,RI,SD,UT,VT,WV,WY"
316,Union,2008,250.0,65290308,60719986.0,49.72,267.5,261161.0,0.93,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
317,Nat'l Average,2008,538.0,131313820,131313820.0,100.0,538.0,244078.0,1.0,51,50 + DC
318,Border,2012,28.0,7261862,6753532.0,5.63,30.27,259352.0,0.93,3,"KY,MD,MO"
319,Confederate,2012,160.0,39574091,38386868.0,30.66,164.94,247338.0,0.97,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
320,Postbellum,2012,51.0,11361518,12270439.0,8.8,47.35,222775.0,1.08,6,"AZ,CO,NV,OK,UT,WA"
321,Small,2012,59.0,7932768,14120327.0,6.15,33.06,134454.0,1.78,16,"AK,DE,DC,HI,ID,ME,MT,NE,NH,NM,ND,RI,SD,VT,WV,WY"
322,Union,2012,240.0,62955167,57289202.0,48.77,262.38,262313.0,0.91,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
323,Nat'l Average,2012,538.0,129085410,129085410.0,100.0,538.0,239936.0,1.0,51,50 + DC
324,Border,2016,28.0,7514200,7138490.0,5.5,29.58,268364.0,0.95,3,"KY,MD,MO"
325,Confederate,2016,160.0,42333642,40640296.0,30.98,166.65,264585.0,0.96,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
326,Postbellum,2016,51.0,12380238,12999250.0,9.06,48.73,242750.0,1.05,6,"AZ,CO,NV,OK,UT,WA"
327,Small,2016,59.0,8288734,15002609.0,6.06,32.63,140487.0,1.81,16,"AK,DE,DC,HI,ID,ME,MT,NE,NH,NM,ND,RI,SD,VT,WV,WY"
328,Union,2016,240.0,66152423,60860229.0,48.4,260.41,275635.0,0.92,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
329,Nat'l Average,2016,538.0,136669276,136669276.0,100.0,538.0,254032.0,1.0,51,50 + DC
330,Border,2020,28.0,8199760,8281758.0,5.18,27.85,292849.0,1.01,3,"KY,MD,MO"
331,Confederate,2020,160.0,49937043,46940820.0,31.53,169.63,312107.0,0.94,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
332,Postbellum,2020,51.0,15186301,15034438.0,9.59,51.59,297771.0,0.99,6,"AZ,CO,NV,OK,UT,WA"
333,Small,2020,59.0,9501359,17387487.0,6.0,32.27,161040.0,1.83,16,"AK,DE,DC,HI,ID,ME,MT,NE,NH,NM,ND,RI,SD,VT,WV,WY"
334,Union,2020,240.0,75557075,71023650.0,47.71,256.66,314821.0,0.94,15,"CA,CT,IL,IN,IA,KS,MA,MI,MN,NJ,NY,OH,OR,PA,WI"
335,Nat'l Average,2020,538.0,158381538,158381538.0,100.0,538.0,294389.0,1.0,51,50 + DC
