,Group,Year,EC votes,Votes counted,Votes counted normalized,Votes counted %,EC votes normalized,Pop vote per EC vote,Average weight,State count,States in group
208,West,1964,95.0,12211912,12456150.0,17.29,93.01,128546.0,1.02,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
209,Nat'l Average,1964,538.0,70639284,70639284.0,100.0,538.0,131300.0,1.0,51,All 50 + DC
210,Midwest,1968,149.0,22205555,20207055.0,30.34,163.21,149031.0,0.91,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
211,Northeast,1968,126.0,19238011,17121830.0,26.28,141.39,152683.0,0.89,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
212,South,1968,168.0,19166695,22808367.0,26.18,140.87,114087.0,1.19,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
213,West,1968,95.0,12589737,12967429.0,17.2,92.53,132524.0,1.03,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
214,Nat'l Average,1968,538.0,73199998,73199998.0,100.0,538.0,136059.0,1.0,51,All 50 + DC
215,Midwest,1972,145.0,23187265,20868538.0,29.83,160.46,159912.0,0.9,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
216,Northeast,1972,122.0,19948278,17554485.0,25.66,138.04,163510.0,0.88,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
217,South,1972,169.0,20049222,24460051.0,25.79,138.74,118634.0,1.22,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
218,West,1972,102.0,14559262,14704855.0,18.73,100.75,142738.0,1.01,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
219,Nat'l Average,1972,538.0,77744027,77744027.0,100.0,538.0,144506.0,1.0,51,All 50 + DC
220,Midwest,1976,145.0,24152275,21978570.0,29.62,159.37,166567.0,0.91,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
221,Northeast,1976,122.0,19511418,18535847.0,23.93,128.75,159930.0,0.95,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
222,South,1976,169.0,23190962,25510058.0,28.44,153.03,137225.0,1.1,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
223,West,1976,102.0,14676929,15410775.0,18.0,96.85,143891.0,1.05,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
224,Nat'l Average,1976,538.0,81531584,81531584.0,100.0,538.0,151546.0,1.0,51,All 50 + DC
225,Midwest,1980,145.0,25177638,23415203.0,29.1,156.58,173639.0,0.93,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
226,Northeast,1980,122.0,19206016,19590136.0,22.2,119.44,157426.0,1.02,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
227,South,1980,169.0,25808519,27098945.0,29.83,160.5,152713.0,1.05,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
228,West,1980,102.0,16317505,16480680.0,18.86,101.48,159976.0,1.01,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
229,Nat'l Average,1980,538.0,86509678,86509678.0,100.0,538.0,160799.0,1.0,51,All 50 + DC
230,Midwest,1984,137.0,25441394,23660496.0,27.46,147.73,185704.0,0.93,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
231,Northeast,1984,113.0,20483079,19458925.0,22.11,118.94,181266.0,0.95,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
232,South,1984,177.0,28832989,30562968.0,31.12,167.42,162898.0,1.06,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
233,West,1984,111.0,17895771,19148475.0,19.31,103.91,161223.0,1.07,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
234,Nat'l Average,1984,538.0,92653233,92653233.0,100.0,538.0,172218.0,1.0,51,All 50 + DC
235,Midwest,1988,137.0,24663511,23430335.0,26.93,144.87,180026.0,0.95,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
236,Northeast,1988,113.0,19851199,19255663.0,21.67,116.6,175674.0,0.97,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
237,South,1988,177.0,28557566,30271020.0,31.18,167.74,161342.0,1.06,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
238,West,1988,111.0,18522410,18892858.0,20.22,108.8,166869.0,1.02,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
239,Nat'l Average,1988,538.0,91594686,91594686.0,100.0,538.0,170250.0,1.0,51,All 50 + DC
240,Midwest,1992,129.0,27736530,24962877.0,26.56,142.9,215012.0,0.9,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
241,Northeast,1992,106.0,21580127,20501121.0,20.67,111.18,203586.0,0.95,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
242,South,1992,184.0,33624920,35642415.0,32.2,173.24,182744.0,1.06,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
243,West,1992,119.0,21482346,23200934.0,20.57,110.68,180524.0,1.08,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
244,Nat'l Average,1992,538.0,104423923,104423923.0,100.0,538.0,194097.0,1.0,51,All 50 + DC
245,Midwest,1996,129.0,24953412,23206673.0,25.92,139.44,193437.0,0.93,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
246,Northeast,1996,106.0,19601258,19013220.0,20.36,109.53,184918.0,0.97,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
247,South,1996,184.0,31756268,33026519.0,32.98,177.46,172588.0,1.04,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
248,West,1996,119.0,19964463,21361975.0,20.74,111.56,167769.0,1.07,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
249,Nat'l Average,1996,538.0,96275401,96275401.0,100.0,538.0,178951.0,1.0,51,All 50 + DC
250,Midwest,2000,129.0,26965892,25347938.0,25.58,137.64,209038.0,0.94,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
251,Northeast,2000,106.0,21009171,20799079.0,19.93,107.23,198200.0,0.99,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
252,South,2000,184.0,35406587,36114719.0,33.59,180.72,192427.0,1.02,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
253,West,2000,119.0,22023450,23344857.0,20.89,112.41,185071.0,1.06,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
254,Nat'l Average,2000,538.0,105405100,105405100.0,100.0,538.0,195920.0,1.0,51,All 50 + DC
255,Midwest,2004,124.0,30940140,28155527.0,25.3,136.11,249517.0,0.91,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
256,Northeast,2004,101.0,23431407,22962779.0,19.16,103.08,231994.0,0.98,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
257,South,2004,189.0,42115499,42957809.0,34.44,185.27,222833.0,1.02,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
258,West,2004,124.0,25807800,28130502.0,21.1,113.53,208127.0,1.09,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
259,Nat'l Average,2004,538.0,122294846,122294846.0,100.0,538.0,227314.0,1.0,51,All 50 + DC
260,Midwest,2008,124.0,32075404,30150880.0,24.43,131.41,258673.0,0.94,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
261,Northeast,2008,101.0,24489167,24734059.0,18.65,100.33,242467.0,1.01,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
262,South,2008,189.0,46697447,46230473.0,35.56,191.32,247076.0,0.99,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
263,West,2008,124.0,28051802,30295946.0,21.36,114.93,226224.0,1.08,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
264,Nat'l Average,2008,538.0,131313820,131313820.0,100.0,538.0,244078.0,1.0,51,All 50 + DC
265,Midwest,2012,118.0,31163646,28358918.0,24.14,129.88,264099.0,0.91,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
266,Northeast,2012,96.0,23371339,23137626.0,18.11,97.41,243451.0,0.99,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
267,South,2012,196.0,46791625,47259541.0,36.25,195.02,238733.0,1.01,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
268,West,2012,128.0,27758796,30812264.0,21.5,115.69,216866.0,1.11,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
269,Nat'l Average,2012,538.0,129085410,129085410.0,100.0,538.0,239936.0,1.0,51,All 50 + DC
270,Midwest,2016,118.0,31605834,30025542.0,23.13,124.42,267846.0,0.95,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
271,Northeast,2016,96.0,25002377,24502329.0,18.29,98.42,260441.0,0.98,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
272,South,2016,196.0,49961734,49961734.0,36.56,196.67,254907.0,1.0,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
273,West,2016,128.0,30099292,32507235.0,22.02,118.49,235151.0,1.08,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
274,Nat'l Average,2016,538.0,136669276,136669276.0,100.0,538.0,254032.0,1.0,51,All 50 + DC
275,Midwest,2020,115.0,34933519,33885513.0,22.06,118.66,303770.0,0.97,12,"IL,IN,IA,KS,MI,MN,MO,NE,ND,OH,SD,WI"
276,Northeast,2020,94.0,28025965,27745705.0,17.7,95.2,298149.0,0.99,9,"CT,ME,MA,NH,NJ,NY,PA,RI,VT"
277,South,2020,196.0,58314973,57731823.0,36.82,198.09,297525.0,0.99,17,"AL,AR,DE,DC,FL,GA,KY,LA,MD,MS,NC,OK,SC,TN,TX,VA,WV"
278,West,2020,128.0,37107081,37849223.0,23.43,126.05,289899.0,1.02,13,"AK,AZ,CA,CO,HI,ID,MT,NV,NM,OR,UT,WA,WY"
279,Nat'l Average,2020,538.0,158381538,158381538.0,100.0,538.0,294389.0,1.0,51,All 50 + DC
