,Group,Year,EC votes,Votes counted,Votes counted %,EC votes normalized,Population per EC vote,Average weight,State count,States in group
247,Confederate,1992,147.0,27555746,26.39,141.97,187454.0,1.04,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
248,Midwest,1992,112.0,24700873,23.65,127.26,220544.0,0.88,9,"IL,IN,IA,KS,MI,MN,NE,OH,WI"
249,Northeast,1992,91.0,19620235,18.79,101.08,215607.0,0.9,5,"CT,MA,NJ,NY,PA"
250,Small,1992,48.0,5351718,5.12,27.57,111494.0,1.74,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
251,West,1992,106.0,20642458,19.77,106.35,194740.0,1.0,8,"AZ,CA,CO,NM,OK,OR,UT,WA"
252,Border,1996,34.0,5964102,6.19,33.33,175415.0,1.02,4,"KY,MD,MO,WV"
253,Confederate,1996,147.0,26286947,27.3,146.89,178823.0,1.0,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
254,Midwest,1996,112.0,22205110,23.06,124.08,198260.0,0.9,9,"IL,IN,IA,KS,MI,MN,NE,OH,WI"
255,Northeast,1996,91.0,17847453,18.54,99.73,196126.0,0.91,5,"CT,MA,NJ,NY,PA"
256,Small,1996,48.0,4977183,5.17,27.81,103691.0,1.73,14,"AK,DE,DC,HI,ID,ME,MT,NV,NH,ND,RI,SD,VT,WY"
257,West,1996,106.0,18994606,19.73,106.14,179194.0,1.0,8,"AZ,CA,CO,NM,OK,OR,UT,WA"
258,Border,2000,34.0,6577683,6.24,33.57,193461.0,1.01,4,"KY,MD,MO,WV"
259,Confederate,2000,147.0,29425051,27.92,150.19,200170.0,0.98,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
260,Midwest,2000,107.0,23304456,22.11,118.95,217799.0,0.9,8,"IL,IN,IA,KS,MI,MN,OH,WI"
261,Northeast,2000,91.0,19084853,18.11,97.41,209724.0,0.93,5,"CT,MA,NJ,NY,PA"
262,Small,2000,44.0,4799992,4.55,24.5,109091.0,1.8,13,"AK,DE,DC,HI,ID,MT,NV,NH,ND,RI,SD,VT,WY"
263,West,2000,106.0,20864229,19.79,106.49,196832.0,1.0,8,"AZ,CA,CO,NM,OK,OR,UT,WA"
264,Border,2004,34.0,7669811,6.27,33.74,225583.0,1.01,4,"KY,MD,MO,WV"
265,Confederate,2004,153.0,35110518,28.71,154.46,229481.0,0.99,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
266,Midwest,2004,102.0,26729542,21.86,117.59,262054.0,0.87,8,"IL,IN,IA,KS,MI,MN,OH,WI"
267,Northeast,2004,86.0,21263474,17.39,93.54,247250.0,0.92,5,"CT,MA,NJ,NY,PA"
268,Small,2004,40.0,4764936,3.9,20.96,119123.0,1.91,12,"AK,DE,DC,HI,ID,MT,NH,ND,RI,SD,VT,WY"
269,West,2004,114.0,25237627,20.64,111.03,221383.0,1.03,9,"AZ,CA,CO,NV,NM,OK,OR,UT,WA"
270,Border,2008,34.0,8096872,6.17,33.17,238143.0,1.02,4,"KY,MD,MO,WV"
271,Confederate,2008,153.0,39384854,29.99,161.36,257417.0,0.95,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
272,Midwest,2008,102.0,27650322,21.06,113.28,271082.0,0.9,8,"IL,IN,IA,KS,MI,MN,OH,WI"
273,Northeast,2008,86.0,22250222,16.94,91.16,258724.0,0.94,5,"CT,MA,NJ,NY,PA"
274,Small,2008,40.0,5064490,3.86,20.75,126612.0,1.93,12,"AK,DE,DC,HI,ID,MT,NH,ND,RI,SD,VT,WY"
275,West,2008,114.0,27334616,20.82,111.99,239777.0,1.02,9,"AZ,CA,CO,NV,NM,OK,OR,UT,WA"
276,Border,2012,33.0,7932300,6.15,33.06,240373.0,1.0,4,"KY,MD,MO,WV"
277,Confederate,2012,160.0,39574091,30.66,164.94,247338.0,0.97,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
278,Midwest,2012,97.0,26925502,20.86,112.22,277582.0,0.86,8,"IL,IN,IA,KS,MI,MN,OH,WI"
279,Northeast,2012,81.0,21201848,16.42,88.36,261751.0,0.92,5,"CT,MA,NJ,NY,PA"
280,Small,2012,40.0,4971013,3.85,20.72,124275.0,1.93,12,"AK,DE,DC,HI,ID,MT,NH,ND,RI,SD,VT,WY"
281,West,2012,118.0,26973093,20.9,112.42,228586.0,1.05,9,"AZ,CA,CO,NV,NM,OK,OR,UT,WA"
282,Border,2016,33.0,8228623,6.02,32.39,249352.0,1.02,4,"KY,MD,MO,WV"
283,Confederate,2016,160.0,42333642,30.98,166.65,264585.0,0.96,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
284,Midwest,2016,97.0,27238549,19.93,107.22,280810.0,0.9,8,"IL,IN,IA,KS,MI,MN,OH,WI"
285,Northeast,2016,81.0,22730943,16.63,89.48,280629.0,0.91,5,"CT,MA,NJ,NY,PA"
286,Small,2016,40.0,5183838,3.79,20.41,129596.0,1.96,12,"AK,DE,DC,HI,ID,MT,NH,ND,RI,SD,VT,WY"
287,West,2016,118.0,29361488,21.48,115.58,248826.0,1.02,9,"AZ,CA,CO,NV,NM,OK,OR,UT,WA"
288,Border,2020,33.0,8994491,5.68,30.55,272560.0,1.08,4,"KY,MD,MO,WV"
289,Confederate,2020,160.0,49937043,31.53,169.63,312107.0,0.94,11,"AL,AR,FL,GA,LA,MS,NC,SC,TN,TX,VA"
290,Midwest,2020,97.0,30166746,19.05,102.47,310997.0,0.95,8,"IL,IN,IA,KS,MI,MN,OH,WI"
291,Northeast,2020,81.0,25515137,16.11,86.67,315002.0,0.93,5,"CT,MA,NJ,NY,PA"
292,Small,2020,40.0,6006819,3.79,20.4,150170.0,1.96,12,"AK,DE,DC,HI,ID,MT,NH,ND,RI,SD,VT,WY"
293,West,2020,118.0,35985458,22.72,122.24,304962.0,0.97,9,"AZ,CA,CO,NV,NM,OK,OR,UT,WA"
